datalake,engine,query name,conf,latency,benchmark,sf
delta,spark,db4,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,46536.073265,tpch,100
delta,spark,db5,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,145458.813434,tpch,100
delta,spark,db6,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,49923.210754,tpch,100
delta,spark,db7,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,147136.415482,tpch,100
delta,spark,db8,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,99643.5966,tpch,100
delta,spark,db9,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,136202.855383,tpch,100
delta,spark,db1,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,217410.894515,tpch,100
delta,spark,db10,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,404941.868388,tpch,100
delta,spark,db11,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,179810.421907,tpch,100
delta,spark,db12,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,331082.846731,tpch,100
delta,spark,db13,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,198283.956379,tpch,100
delta,spark,db14,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,265073.201424,tpch,100
delta,spark,db15,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,407308.453515,tpch,100
delta,spark,db16,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,58208.858285,tpch,100
delta,spark,db17,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,323200.589978,tpch,100
delta,spark,db18,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,519716.021564,tpch,100
delta,spark,db19,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,389438.056558,tpch,100
delta,spark,db2,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,106247.997021,tpch,100
delta,spark,db20,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,254656.801968,tpch,100
delta,spark,db21,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,781215.982772,tpch,100
delta,spark,db22,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,63015.354862,tpch,100
delta,spark,db3,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,450727.985038,tpch,100
delta,spark,db4,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,468027.150286,tpch,100
delta,spark,db5,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,497136.393808,tpch,100
delta,spark,db6,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,169813.764328,tpch,100
delta,spark,db7,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,916397.904935,tpch,100
delta,spark,db8,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,422399.083224,tpch,100
delta,spark,db9,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,1298570.829831,tpch,100
delta,spark,db1,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,34376.968897,tpch,100
delta,spark,db10,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,89109.578466,tpch,100
delta,spark,db11,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,30606.084649,tpch,100
delta,spark,db12,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,48229.651581,tpch,100
delta,spark,db13,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,29674.967045,tpch,100
delta,spark,db14,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,39285.606879,tpch,100
delta,spark,db15,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,88511.185282,tpch,100
delta,spark,db16,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,22819.630605,tpch,100
delta,spark,db17,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,126303.12594,tpch,100
delta,spark,db18,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,83253.186004,tpch,100
delta,spark,db19,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,55111.732254,tpch,100
delta,spark,db2,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,19768.226813,tpch,100
delta,spark,db20,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,62992.867308,tpch,100
delta,spark,db21,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,115290.402389,tpch,100
delta,spark,db22,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,10103.348936,tpch,100
delta,spark,db3,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,68537.176362,tpch,100
delta,spark,db4,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,35027.677978,tpch,100
delta,spark,db5,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,88142.200092,tpch,100
delta,spark,db6,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,36761.703822,tpch,100
delta,spark,db7,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,106851.299046,tpch,100
delta,spark,db8,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,82346.796496,tpch,100
delta,spark,db9,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,124814.518349,tpch,100
delta,spark,db1,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,69231.246262,tpch,100
delta,spark,db10,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,112769.049871,tpch,100
delta,spark,db11,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,36107.799211,tpch,100
delta,spark,db12,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,67302.625208,tpch,100
delta,spark,db13,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,65292.057278,tpch,100
delta,spark,db14,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,99207.314658,tpch,100
delta,spark,db15,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,160733.314825,tpch,100
delta,spark,db16,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,33682.727169,tpch,100
delta,spark,db17,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,132845.273301,tpch,100
delta,spark,db18,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,123483.206362,tpch,100
delta,spark,db19,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,79881.844632,tpch,100
delta,spark,db2,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,46906.43932,tpch,100
delta,spark,db20,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,103008.209454,tpch,100
delta,spark,db21,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,246883.711453,tpch,100
delta,spark,db22,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,29106.469917,tpch,100
delta,spark,db3,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,108429.183391,tpch,100
delta,spark,db4,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,78021.307747,tpch,100
delta,spark,db5,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,141922.593683,tpch,100
delta,spark,db6,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,49025.952091,tpch,100
delta,spark,db7,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,144475.89543,tpch,100
delta,spark,db8,32;4;10;128;923;7;60;0.499345510453;0.2490164503455,147774.827051,tpch,100
delta,spark,db1,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,74533.26,tpch,100
delta,spark,db10,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,139810.05,tpch,100
delta,spark,db11,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,56746.36,tpch,100
delta,spark,db12,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,110431.05,tpch,100
delta,spark,db13,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,78326.26,tpch,100
delta,spark,db14,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,99663.47,tpch,100
delta,spark,db15,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,167325.26,tpch,100
delta,spark,db16,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,31020.84,tpch,100
delta,spark,db17,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,166909.28,tpch,100
delta,spark,db18,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,160475.63,tpch,100
delta,spark,db19,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,106834.12,tpch,100
delta,spark,db2,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,42303.81,tpch,100
delta,spark,db20,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,111333.61,tpch,100
delta,spark,db21,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,259380.21,tpch,100
delta,spark,db22,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,24925.99,tpch,100
delta,spark,db3,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,164123.04,tpch,100
delta,spark,db4,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,125821.06,tpch,100
delta,spark,db5,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,188551.47,tpch,100
delta,spark,db6,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,73404.26,tpch,100
delta,spark,db7,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,252308.85,tpch,100
delta,spark,db8,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,157454.86,tpch,100
delta,spark,db9,35.5;4.0;10.6;143.9;939.2;7.4;60.9;0.5;0.3,383174.6,tpch,100
delta,spark,db1,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,87325.53,tpch,100
delta,spark,db10,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,136971.9,tpch,100
delta,spark,db11,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,60139.68,tpch,100
delta,spark,db12,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,101101.21,tpch,100
delta,spark,db13,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,83807.64,tpch,100
delta,spark,db14,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,93107.13,tpch,100
delta,spark,db15,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,176316.37,tpch,100
delta,spark,db16,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,26368.39,tpch,100
delta,spark,db17,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,167664.57,tpch,100
delta,spark,db18,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,170809.9,tpch,100
delta,spark,db19,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,126850.71,tpch,100
delta,spark,db2,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,43182.53,tpch,100
delta,spark,db20,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,103713.73,tpch,100
delta,spark,db21,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,302655.62,tpch,100
delta,spark,db22,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,27816.01,tpch,100
delta,spark,db3,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,162317.91,tpch,100
delta,spark,db4,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,112939.89,tpch,100
delta,spark,db5,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,203548.58,tpch,100
delta,spark,db6,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,63187.89,tpch,100
delta,spark,db7,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,288713.81,tpch,100
delta,spark,db8,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,160921.04,tpch,100
delta,spark,db9,30.7;4.3;9.7;121.1;1035.9;6.5;68.1;0.5;0.2,406555.17,tpch,100
delta,spark,db1,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,72853.13,tpch,100
delta,spark,db10,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,133494.86,tpch,100
delta,spark,db11,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,65632.04,tpch,100
delta,spark,db12,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,109550.21,tpch,100
delta,spark,db13,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,81011.89,tpch,100
delta,spark,db14,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,103672.65,tpch,100
delta,spark,db15,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,175496.55,tpch,100
delta,spark,db16,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,31051.67,tpch,100
delta,spark,db17,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,164921.87,tpch,100
delta,spark,db18,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,155074.24,tpch,100
delta,spark,db19,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,126593.19,tpch,100
delta,spark,db2,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,39608.91,tpch,100
delta,spark,db20,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,104452.66,tpch,100
delta,spark,db21,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,281330.01,tpch,100
delta,spark,db22,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,24458.84,tpch,100
delta,spark,db3,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,168126.0,tpch,100
delta,spark,db4,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,119391.45,tpch,100
delta,spark,db5,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,179737.56,tpch,100
delta,spark,db6,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,62555.44,tpch,100
delta,spark,db7,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,247508.15,tpch,100
delta,spark,db8,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,149347.02,tpch,100
delta,spark,db9,35.1;3.4;11.2;139.4;1000.9;6.7;59.2;0.6;0.3,388735.15,tpch,100
delta,spark,db1,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,78475.3,tpch,100
delta,spark,db10,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,147303.11,tpch,100
delta,spark,db11,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,63911.28,tpch,100
delta,spark,db12,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,103471.77,tpch,100
delta,spark,db13,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,71121.87,tpch,100
delta,spark,db14,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,106951.78,tpch,100
delta,spark,db15,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,148539.32,tpch,100
delta,spark,db16,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,28893.65,tpch,100
delta,spark,db17,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,141803.02,tpch,100
delta,spark,db18,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,159454.81,tpch,100
delta,spark,db19,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,122587.22,tpch,100
delta,spark,db2,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,43091.04,tpch,100
delta,spark,db20,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,108873.85,tpch,100
delta,spark,db21,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,265044.93,tpch,100
delta,spark,db22,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,25831.03,tpch,100
delta,spark,db3,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,146586.65,tpch,100
delta,spark,db4,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,132111.75,tpch,100
delta,spark,db5,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,169926.02,tpch,100
delta,spark,db6,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,65608.75,tpch,100
delta,spark,db7,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,243837.85,tpch,100
delta,spark,db8,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,169517.33,tpch,100
delta,spark,db9,33.3;3.4;11.1;110.6;1047.0;6.2;62.8;0.4;0.3,369246.31,tpch,100
delta,spark,db1,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,80234.11,tpch,100
delta,spark,db10,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,138564.62,tpch,100
delta,spark,db11,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,63157.87,tpch,100
delta,spark,db12,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,114831.17,tpch,100
delta,spark,db13,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,72396.28,tpch,100
delta,spark,db14,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,96101.12,tpch,100
delta,spark,db15,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,159809.55,tpch,100
delta,spark,db16,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,31399.77,tpch,100
delta,spark,db17,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,165300.29,tpch,100
delta,spark,db18,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,183187.34,tpch,100
delta,spark,db19,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,117626.9,tpch,100
delta,spark,db2,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,39911.15,tpch,100
delta,spark,db20,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,110587.42,tpch,100
delta,spark,db21,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,255923.32,tpch,100
delta,spark,db22,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,28616.32,tpch,100
delta,spark,db3,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,161007.63,tpch,100
delta,spark,db4,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,131591.73,tpch,100
delta,spark,db5,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,200223.23,tpch,100
delta,spark,db6,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,70540.78,tpch,100
delta,spark,db7,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,287187.83,tpch,100
delta,spark,db8,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,154988.51,tpch,100
delta,spark,db9,28.1;3.9;8.7;118.3;830.5;7.9;52.3;0.5;0.3,352376.73,tpch,100
delta,spark,db1,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,79925.22,tpch,100
delta,spark,db10,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,157213.62,tpch,100
delta,spark,db11,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,64528.38,tpch,100
delta,spark,db12,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,112674.03,tpch,100
delta,spark,db13,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,81699.91,tpch,100
delta,spark,db14,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,91572.04,tpch,100
delta,spark,db15,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,147450.01,tpch,100
delta,spark,db16,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,26832.85,tpch,100
delta,spark,db17,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,151427.78,tpch,100
delta,spark,db18,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,174761.36,tpch,100
delta,spark,db19,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,118825.45,tpch,100
delta,spark,db2,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,46052.09,tpch,100
delta,spark,db20,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,112744.51,tpch,100
delta,spark,db21,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,265939.09,tpch,100
delta,spark,db22,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,29204.76,tpch,100
delta,spark,db3,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,147209.51,tpch,100
delta,spark,db4,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,110935.56,tpch,100
delta,spark,db5,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,181467.53,tpch,100
delta,spark,db6,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,73438.48,tpch,100
delta,spark,db7,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,255406.42,tpch,100
delta,spark,db8,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,153891.09,tpch,100
delta,spark,db9,32.8;4.0;9.2;135.5;955.3;7.7;62.0;0.5;0.2,391014.42,tpch,100
delta,spark,db1,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,86597.45,tpch,100
delta,spark,db10,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,136231.55,tpch,100
delta,spark,db11,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,55030.22,tpch,100
delta,spark,db12,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,106323.08,tpch,100
delta,spark,db13,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,76452.57,tpch,100
delta,spark,db14,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,97620.63,tpch,100
delta,spark,db15,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,168912.7,tpch,100
delta,spark,db16,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,29652.34,tpch,100
delta,spark,db17,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,149943.58,tpch,100
delta,spark,db18,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,184946.56,tpch,100
delta,spark,db19,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,118316.12,tpch,100
delta,spark,db2,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,44936.31,tpch,100
delta,spark,db20,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,103490.76,tpch,100
delta,spark,db21,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,285256.83,tpch,100
delta,spark,db22,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,27920.98,tpch,100
delta,spark,db3,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,150723.48,tpch,100
delta,spark,db4,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,129981.66,tpch,100
delta,spark,db5,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,201937.18,tpch,100
delta,spark,db6,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,69014.19,tpch,100
delta,spark,db7,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,284373.88,tpch,100
delta,spark,db8,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,174892.72,tpch,100
delta,spark,db9,34.6;4.3;11.2;130.5;1006.8;6.9;53.8;0.6;0.3,402647.14,tpch,100
delta,spark,db1,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,80245.09,tpch,100
delta,spark,db10,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,158273.38,tpch,100
delta,spark,db11,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,65101.76,tpch,100
delta,spark,db12,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,111781.25,tpch,100
delta,spark,db13,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,85452.89,tpch,100
delta,spark,db14,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,98125.99,tpch,100
delta,spark,db15,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,152513.22,tpch,100
delta,spark,db16,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,27446.29,tpch,100
delta,spark,db17,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,142498.05,tpch,100
delta,spark,db18,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,180914.16,tpch,100
delta,spark,db19,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,122443.08,tpch,100
delta,spark,db2,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,40279.93,tpch,100
delta,spark,db20,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,100771.92,tpch,100
delta,spark,db21,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,301914.34,tpch,100
delta,spark,db22,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,27234.46,tpch,100
delta,spark,db3,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,158485.57,tpch,100
delta,spark,db4,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,116700.21,tpch,100
delta,spark,db5,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,184506.13,tpch,100
delta,spark,db6,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,68174.03,tpch,100
delta,spark,db7,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,244543.89,tpch,100
delta,spark,db8,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,175639.95,tpch,100
delta,spark,db9,27.5;3.5;10.0;137.2;942.1;7.8;55.0;0.6;0.3,366645.61,tpch,100
delta,spark,db1,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,83438.08,tpch,100
delta,spark,db10,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,143702.66,tpch,100
delta,spark,db11,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,60107.01,tpch,100
delta,spark,db12,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,110658.01,tpch,100
delta,spark,db13,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,85859.88,tpch,100
delta,spark,db14,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,106579.71,tpch,100
delta,spark,db15,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,164798.59,tpch,100
delta,spark,db16,30.3;3.7;9.9;145.0;923.6;6.5;55.0;0.6;0.3,26884.2,tpch,100
