datalake,engine,query name,conf,latency,benchmark,sf
iceberg,trino,db12,memory.heap-headroom-per-node=14.1; node-scheduler.max-splits-per-node=90.7; query.max-memory=25.8; query.max-memory-per-node=19.4; query.max-total-memory-per-node=16.3; task.concurrency=44.3; task.max-worker-threads=47.7,7692.77,tpch,100
iceberg,trino,db20,memory.heap-headroom-per-node=15.8; node-scheduler.max-splits-per-node=248.5; query.max-memory=30.5; query.max-memory-per-node=20.0; query.max-total-memory-per-node=12.9; task.concurrency=14.5; task.max-worker-threads=31.5,9180.44,tpch,100
iceberg,trino,db22,memory.heap-headroom-per-node=22.6; node-scheduler.max-splits-per-node=104.4; query.max-memory=28.9; query.max-memory-per-node=12.6; query.max-total-memory-per-node=17.1; task.concurrency=21.6; task.max-worker-threads=46.3,8222.91,tpch,100
iceberg,trino,db1,memory.heap-headroom-per-node=20.5; node-scheduler.max-splits-per-node=185.3; query.max-memory=34.0; query.max-memory-per-node=15.3; query.max-total-memory-per-node=18.0; task.concurrency=48.6; task.max-worker-threads=25.6,7695.01,tpch,100
iceberg,trino,db10,memory.heap-headroom-per-node=22.6; node-scheduler.max-splits-per-node=104.4; query.max-memory=28.9; query.max-memory-per-node=12.6; query.max-total-memory-per-node=17.1; task.concurrency=21.6; task.max-worker-threads=46.3,8863.00,tpch,100
iceberg,trino,db11,memory.heap-headroom-per-node=15.6; node-scheduler.max-splits-per-node=202.6; query.max-memory=19.5; query.max-memory-per-node=16.4; query.max-total-memory-per-node=15.6; task.concurrency=35.9; task.max-worker-threads=16.4,6007.88,tpch,100
iceberg,trino,db17,memory.heap-headroom-per-node=20.1; node-scheduler.max-splits-per-node=177.3; query.max-memory=29.4; query.max-memory-per-node=17.1; query.max-total-memory-per-node=16.4; task.concurrency=44.1; task.max-worker-threads=22.0,6468.15,tpch,100
iceberg,trino,db11,memory.heap-headroom-per-node=17.7; node-scheduler.max-splits-per-node=218.9; query.max-memory=22.8; query.max-memory-per-node=19.8; query.max-total-memory-per-node=19.5; task.concurrency=22.7; task.max-worker-threads=28.2,7157.60,tpch,100
iceberg,trino,db10,memory.heap-headroom-per-node=12.1; node-scheduler.max-splits-per-node=192.7; query.max-memory=25.6; query.max-memory-per-node=15.2; query.max-total-memory-per-node=17.3; task.concurrency=30.8; task.max-worker-threads=25.8,9866.90,tpch,100
iceberg,trino,db19,memory.heap-headroom-per-node=14.9; node-scheduler.max-splits-per-node=205.4; query.max-memory=34.5; query.max-memory-per-node=16.5; query.max-total-memory-per-node=18.3; task.concurrency=52.8; task.max-worker-threads=45.1,8850.70,tpch,100
iceberg,trino,db12,memory.heap-headroom-per-node=14.3; node-scheduler.max-splits-per-node=101.3; query.max-memory=30.1; query.max-memory-per-node=17.3; query.max-total-memory-per-node=16.4; task.concurrency=48.0; task.max-worker-threads=53.1,4975.73,tpch,100
iceberg,trino,db17,memory.heap-headroom-per-node=12.6; node-scheduler.max-splits-per-node=94.2; query.max-memory=30.1; query.max-memory-per-node=20.4; query.max-total-memory-per-node=15.0; task.concurrency=42.6; task.max-worker-threads=50.7,8709.04,tpch,100
iceberg,trino,db8,memory.heap-headroom-per-node=15.2; node-scheduler.max-splits-per-node=156.8; query.max-memory=17.2; query.max-memory-per-node=20.4; query.max-total-memory-per-node=18.2; task.concurrency=41.1; task.max-worker-threads=14.3,6765.94,tpch,100
iceberg,trino,db18,memory.heap-headroom-per-node=12.3; node-scheduler.max-splits-per-node=209.5; query.max-memory=30.6; query.max-memory-per-node=15.6; query.max-total-memory-per-node=15.5; task.concurrency=27.7; task.max-worker-threads=16.7,7394.56,tpch,100
iceberg,trino,db6,memory.heap-headroom-per-node=14.5; node-scheduler.max-splits-per-node=85.4; query.max-memory=20.2; query.max-memory-per-node=16.8; query.max-total-memory-per-node=22.8; task.concurrency=48.8; task.max-worker-threads=50.8,11039.48,tpch,100
iceberg,trino,db16,memory.heap-headroom-per-node=13.3; node-scheduler.max-splits-per-node=211.6; query.max-memory=26.2; query.max-memory-per-node=18.1; query.max-total-memory-per-node=17.5; task.concurrency=32.5; task.max-worker-threads=23.7,6378.96,tpch,100
iceberg,trino,db21,memory.heap-headroom-per-node=21.3; node-scheduler.max-splits-per-node=108.3; query.max-memory=25.2; query.max-memory-per-node=13.2; query.max-total-memory-per-node=16.4; task.concurrency=27.1; task.max-worker-threads=49.1,9279.65,tpch,100
iceberg,trino,db19,memory.heap-headroom-per-node=12.6; node-scheduler.max-splits-per-node=94.2; query.max-memory=30.1; query.max-memory-per-node=20.4; query.max-total-memory-per-node=15.0; task.concurrency=42.6; task.max-worker-threads=50.7,8621.01,tpch,100
iceberg,trino,db9,memory.heap-headroom-per-node=22.2; node-scheduler.max-splits-per-node=204.6; query.max-memory=34.0; query.max-memory-per-node=15.5; query.max-total-memory-per-node=14.7; task.concurrency=45.0; task.max-worker-threads=21.0,14393.94,tpch,100
iceberg,trino,db19,memory.heap-headroom-per-node=15.2; node-scheduler.max-splits-per-node=156.8; query.max-memory=17.2; query.max-memory-per-node=20.4; query.max-total-memory-per-node=18.2; task.concurrency=41.1; task.max-worker-threads=14.3,5448.03,tpch,100
iceberg,trino,db1,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=16,7085.16,tpch,100
iceberg,trino,db19,memory.heap-headroom-per-node=12.1; node-scheduler.max-splits-per-node=192.7; query.max-memory=25.6; query.max-memory-per-node=15.2; query.max-total-memory-per-node=17.3; task.concurrency=30.8; task.max-worker-threads=25.8,5187.73,tpch,100
iceberg,trino,db17,memory.heap-headroom-per-node=12.4; node-scheduler.max-splits-per-node=181.6; query.max-memory=28.3; query.max-memory-per-node=16.2; query.max-total-memory-per-node=15.1; task.concurrency=29.0; task.max-worker-threads=14.6,6728.44,tpch,100
iceberg,trino,db15,memory.heap-headroom-per-node=14.6; node-scheduler.max-splits-per-node=106.5; query.max-memory=18.4; query.max-memory-per-node=13.6; query.max-total-memory-per-node=16.8; task.concurrency=22.6; task.max-worker-threads=30.2,6278.79,tpch,100
iceberg,trino,db17,memory.heap-headroom-per-node=22.6; node-scheduler.max-splits-per-node=221.9; query.max-memory=36.6; query.max-memory-per-node=19.7; query.max-total-memory-per-node=17.8; task.concurrency=41.2; task.max-worker-threads=25.7,8900.16,tpch,100
iceberg,trino,db19,memory.heap-headroom-per-node=16.7; node-scheduler.max-splits-per-node=175.5; query.max-memory=22.8; query.max-memory-per-node=22.0; query.max-total-memory-per-node=20.5; task.concurrency=27.2; task.max-worker-threads=36.8,7932.52,tpch,100
iceberg,trino,db3,memory.heap-headroom-per-node=12.3; node-scheduler.max-splits-per-node=209.5; query.max-memory=30.6; query.max-memory-per-node=15.6; query.max-total-memory-per-node=15.5; task.concurrency=27.7; task.max-worker-threads=16.7,13814.68,tpch,100
iceberg,trino,db2,memory.heap-headroom-per-node=14.5; node-scheduler.max-splits-per-node=197.8; query.max-memory=22.2; query.max-memory-per-node=15.7; query.max-total-memory-per-node=17.5; task.concurrency=35.4; task.max-worker-threads=14.1,8423.24,tpch,100
iceberg,trino,db4,memory.heap-headroom-per-node=20.1; node-scheduler.max-splits-per-node=177.3; query.max-memory=29.4; query.max-memory-per-node=17.1; query.max-total-memory-per-node=16.4; task.concurrency=44.1; task.max-worker-threads=22.0,10297.40,tpch,100
iceberg,trino,db3,memory.heap-headroom-per-node=17.6; node-scheduler.max-splits-per-node=112.2; query.max-memory=27.5; query.max-memory-per-node=14.4; query.max-total-memory-per-node=15.5; task.concurrency=31.5; task.max-worker-threads=34.4,10599.47,tpch,100
iceberg,trino,db22,memory.heap-headroom-per-node=19.7; node-scheduler.max-splits-per-node=261.9; query.max-memory=34.5; query.max-memory-per-node=16.2; query.max-total-memory-per-node=14.1; task.concurrency=15.7; task.max-worker-threads=29.9,10303.15,tpch,100
iceberg,trino,db4,memory.heap-headroom-per-node=12.1; node-scheduler.max-splits-per-node=200.5; query.max-memory=31.0; query.max-memory-per-node=13.9; query.max-total-memory-per-node=13.9; task.concurrency=35.5; task.max-worker-threads=23.3,8692.00,tpch,100
iceberg,trino,db11,memory.heap-headroom-per-node=17.8; node-scheduler.max-splits-per-node=221.5; query.max-memory=18.3; query.max-memory-per-node=19.7; query.max-total-memory-per-node=15.8; task.concurrency=30.1; task.max-worker-threads=17.4,7423.34,tpch,100
iceberg,trino,db18,memory.heap-headroom-per-node=17.6; node-scheduler.max-splits-per-node=171.8; query.max-memory=18.3; query.max-memory-per-node=20.0; query.max-total-memory-per-node=17.2; task.concurrency=21.8; task.max-worker-threads=33.4,8523.26,tpch,100
iceberg,trino,db15,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,7406.50,tpch,100
iceberg,trino,db10,memory.heap-headroom-per-node=17.8; node-scheduler.max-splits-per-node=176.9; query.max-memory=28.2; query.max-memory-per-node=18.3; query.max-total-memory-per-node=14.9; task.concurrency=49.5; task.max-worker-threads=25.6,6688.44,tpch,100
iceberg,trino,db18,memory.heap-headroom-per-node=20.4; node-scheduler.max-splits-per-node=204.7; query.max-memory=27.6; query.max-memory-per-node=15.7; query.max-total-memory-per-node=16.8; task.concurrency=48.9; task.max-worker-threads=22.7,5839.43,tpch,100
iceberg,trino,db16,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,8868.80,tpch,100
iceberg,trino,db15,memory.heap-headroom-per-node=22.5; node-scheduler.max-splits-per-node=197.5; query.max-memory=29.7; query.max-memory-per-node=16.6; query.max-total-memory-per-node=16.3; task.concurrency=44.6; task.max-worker-threads=24.6,4847.05,tpch,100
iceberg,trino,db16,memory.heap-headroom-per-node=20.8; node-scheduler.max-splits-per-node=203.4; query.max-memory=33.8; query.max-memory-per-node=19.9; query.max-total-memory-per-node=17.3; task.concurrency=44.1; task.max-worker-threads=20.6,9071.44,tpch,100
iceberg,trino,db15,memory.heap-headroom-per-node=20.4; node-scheduler.max-splits-per-node=204.7; query.max-memory=27.6; query.max-memory-per-node=15.7; query.max-total-memory-per-node=16.8; task.concurrency=48.9; task.max-worker-threads=22.7,6848.87,tpch,100
iceberg,trino,db13,memory.heap-headroom-per-node=20.7; node-scheduler.max-splits-per-node=216.5; query.max-memory=15.4; query.max-memory-per-node=22.5; query.max-total-memory-per-node=18.8; task.concurrency=49.3; task.max-worker-threads=31.3,5593.06,tpch,100
iceberg,trino,db10,memory.heap-headroom-per-node=21.4; node-scheduler.max-splits-per-node=90.9; query.max-memory=27.4; query.max-memory-per-node=15.9; query.max-total-memory-per-node=18.0; task.concurrency=24.9; task.max-worker-threads=50.4,8656.98,tpch,100
iceberg,trino,db6,memory.heap-headroom-per-node=12.1; node-scheduler.max-splits-per-node=192.7; query.max-memory=25.6; query.max-memory-per-node=15.2; query.max-total-memory-per-node=17.3; task.concurrency=30.8; task.max-worker-threads=25.8,12137.47,tpch,100
iceberg,trino,db9,memory.heap-headroom-per-node=15.2; node-scheduler.max-splits-per-node=111.8; query.max-memory=17.5; query.max-memory-per-node=12.5; query.max-total-memory-per-node=15.4; task.concurrency=21.5; task.max-worker-threads=29.3,12258.36,tpch,100
iceberg,trino,db21,memory.heap-headroom-per-node=15.6; node-scheduler.max-splits-per-node=202.6; query.max-memory=19.5; query.max-memory-per-node=16.4; query.max-total-memory-per-node=15.6; task.concurrency=35.9; task.max-worker-threads=16.4,7880.27,tpch,100
iceberg,trino,db21,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=32,7230.74,tpch,100
iceberg,trino,db6,memory.heap-headroom-per-node=19.4; node-scheduler.max-splits-per-node=93.2; query.max-memory=28.3; query.max-memory-per-node=13.7; query.max-total-memory-per-node=16.5; task.concurrency=26.8; task.max-worker-threads=51.4,9158.24,tpch,100
iceberg,trino,db2,memory.heap-headroom-per-node=17.4; node-scheduler.max-splits-per-node=97.4; query.max-memory=21.0; query.max-memory-per-node=19.3; query.max-total-memory-per-node=18.5; task.concurrency=43.1; task.max-worker-threads=50.9,6846.77,tpch,100
iceberg,trino,db4,memory.heap-headroom-per-node=13.1; node-scheduler.max-splits-per-node=134.6; query.max-memory=13.6; query.max-memory-per-node=19.2; query.max-total-memory-per-node=21.3; task.concurrency=54.8; task.max-worker-threads=17.3,10978.79,tpch,100
iceberg,trino,db10,memory.heap-headroom-per-node=14; node-scheduler.max-splits-per-node=200; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=24,5513.40,tpch,100
iceberg,trino,db10,memory.heap-headroom-per-node=20.8; node-scheduler.max-splits-per-node=215.9; query.max-memory=32.2; query.max-memory-per-node=16.6; query.max-total-memory-per-node=18.6; task.concurrency=21.0; task.max-worker-threads=22.5,6468.85,tpch,100
iceberg,trino,db20,memory.heap-headroom-per-node=20.2; node-scheduler.max-splits-per-node=111.1; query.max-memory=26.3; query.max-memory-per-node=16.7; query.max-total-memory-per-node=14.5; task.concurrency=28.7; task.max-worker-threads=34.5,8944.58,tpch,100
iceberg,trino,db12,memory.heap-headroom-per-node=20.4; node-scheduler.max-splits-per-node=204.7; query.max-memory=27.6; query.max-memory-per-node=15.7; query.max-total-memory-per-node=16.8; task.concurrency=48.9; task.max-worker-threads=22.7,6090.07,tpch,100
iceberg,trino,db19,memory.heap-headroom-per-node=22.5; node-scheduler.max-splits-per-node=197.5; query.max-memory=29.7; query.max-memory-per-node=16.6; query.max-total-memory-per-node=16.3; task.concurrency=44.6; task.max-worker-threads=24.6,5125.33,tpch,100
iceberg,trino,db11,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=16; task.concurrency=48; task.max-worker-threads=48,6361.53,tpch,100
iceberg,trino,db18,memory.heap-headroom-per-node=16.8; node-scheduler.max-splits-per-node=192.7; query.max-memory=21.5; query.max-memory-per-node=16.2; query.max-total-memory-per-node=16.3; task.concurrency=31.1; task.max-worker-threads=17.6,6616.66,tpch,100
iceberg,trino,db13,memory.heap-headroom-per-node=19.7; node-scheduler.max-splits-per-node=261.9; query.max-memory=34.5; query.max-memory-per-node=16.2; query.max-total-memory-per-node=14.1; task.concurrency=15.7; task.max-worker-threads=29.9,6749.97,tpch,100
iceberg,trino,db8,memory.heap-headroom-per-node=14.9; node-scheduler.max-splits-per-node=130.1; query.max-memory=13.9; query.max-memory-per-node=15.5; query.max-total-memory-per-node=19.0; task.concurrency=48.2; task.max-worker-threads=14.9,5945.65,tpch,100
iceberg,trino,db4,memory.heap-headroom-per-node=14.9; node-scheduler.max-splits-per-node=130.1; query.max-memory=13.9; query.max-memory-per-node=15.5; query.max-total-memory-per-node=19.0; task.concurrency=48.2; task.max-worker-threads=14.9,11723.40,tpch,100
iceberg,trino,db10,memory.heap-headroom-per-node=17.8; node-scheduler.max-splits-per-node=176.9; query.max-memory=28.2; query.max-memory-per-node=18.3; query.max-total-memory-per-node=14.9; task.concurrency=49.5; task.max-worker-threads=25.6,7352.78,tpch,100
iceberg,trino,db8,memory.heap-headroom-per-node=12.6; node-scheduler.max-splits-per-node=94.2; query.max-memory=30.1; query.max-memory-per-node=20.4; query.max-total-memory-per-node=15.0; task.concurrency=42.6; task.max-worker-threads=50.7,8136.28,tpch,100
iceberg,trino,db12,memory.heap-headroom-per-node=21.8; node-scheduler.max-splits-per-node=184.4; query.max-memory=29.5; query.max-memory-per-node=16.3; query.max-total-memory-per-node=17.5; task.concurrency=25.7; task.max-worker-threads=26.3,5944.47,tpch,100
iceberg,trino,db13,memory.heap-headroom-per-node=14.9; node-scheduler.max-splits-per-node=205.4; query.max-memory=34.5; query.max-memory-per-node=16.5; query.max-total-memory-per-node=18.3; task.concurrency=52.8; task.max-worker-threads=45.1,7638.37,tpch,100
iceberg,trino,db3,memory.heap-headroom-per-node=14.8; node-scheduler.max-splits-per-node=210.0; query.max-memory=30.6; query.max-memory-per-node=16.3; query.max-total-memory-per-node=15.6; task.concurrency=36.5; task.max-worker-threads=17.2,13059.59,tpch,100
iceberg,trino,db14,memory.heap-headroom-per-node=15.9; node-scheduler.max-splits-per-node=274.6; query.max-memory=29.6; query.max-memory-per-node=16.1; query.max-total-memory-per-node=12.3; task.concurrency=17.2; task.max-worker-threads=32.4,8657.27,tpch,100
iceberg,trino,db19,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=20; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=32,6061.61,tpch,100
iceberg,trino,db4,memory.heap-headroom-per-node=14.6; node-scheduler.max-splits-per-node=177.9; query.max-memory=36.2; query.max-memory-per-node=16.3; query.max-total-memory-per-node=15.9; task.concurrency=52.1; task.max-worker-threads=52.4,7003.30,tpch,100
iceberg,trino,db5,memory.heap-headroom-per-node=12.5; node-scheduler.max-splits-per-node=203.8; query.max-memory=26.4; query.max-memory-per-node=18.4; query.max-total-memory-per-node=14.2; task.concurrency=34.5; task.max-worker-threads=24.8,11212.28,tpch,100
iceberg,trino,db10,memory.heap-headroom-per-node=14.1; node-scheduler.max-splits-per-node=90.7; query.max-memory=25.8; query.max-memory-per-node=19.4; query.max-total-memory-per-node=16.3; task.concurrency=44.3; task.max-worker-threads=47.7,7199.67,tpch,100
iceberg,trino,db9,memory.heap-headroom-per-node=13.3; node-scheduler.max-splits-per-node=211.6; query.max-memory=26.2; query.max-memory-per-node=18.1; query.max-total-memory-per-node=17.5; task.concurrency=32.5; task.max-worker-threads=23.7,15700.03,tpch,100
iceberg,trino,db6,memory.heap-headroom-per-node=19.4; node-scheduler.max-splits-per-node=93.2; query.max-memory=28.3; query.max-memory-per-node=13.7; query.max-total-memory-per-node=16.5; task.concurrency=26.8; task.max-worker-threads=51.4,16904.41,tpch,100
iceberg,trino,db18,memory.heap-headroom-per-node=20.2; node-scheduler.max-splits-per-node=199.0; query.max-memory=31.4; query.max-memory-per-node=19.2; query.max-total-memory-per-node=14.9; task.concurrency=53.1; task.max-worker-threads=26.4,6852.35,tpch,100
iceberg,trino,db20,memory.heap-headroom-per-node=18.7; node-scheduler.max-splits-per-node=206.6; query.max-memory=21.4; query.max-memory-per-node=22.7; query.max-total-memory-per-node=18.2; task.concurrency=21.9; task.max-worker-threads=33.5,11472.43,tpch,100
iceberg,trino,db22,memory.heap-headroom-per-node=12.1; node-scheduler.max-splits-per-node=200.5; query.max-memory=31.0; query.max-memory-per-node=13.9; query.max-total-memory-per-node=13.9; task.concurrency=35.5; task.max-worker-threads=23.3,8387.06,tpch,100
iceberg,trino,db22,memory.heap-headroom-per-node=15.2; node-scheduler.max-splits-per-node=156.8; query.max-memory=17.2; query.max-memory-per-node=20.4; query.max-total-memory-per-node=18.2; task.concurrency=41.1; task.max-worker-threads=14.3,9642.62,tpch,100
iceberg,trino,db3,memory.heap-headroom-per-node=20.4; node-scheduler.max-splits-per-node=112.7; query.max-memory=31.5; query.max-memory-per-node=16.5; query.max-total-memory-per-node=14.0; task.concurrency=28.3; task.max-worker-threads=30.7,10159.96,tpch,100
iceberg,trino,db19,memory.heap-headroom-per-node=15.6; node-scheduler.max-splits-per-node=202.6; query.max-memory=19.5; query.max-memory-per-node=16.4; query.max-total-memory-per-node=15.6; task.concurrency=35.9; task.max-worker-threads=16.4,7462.53,tpch,100
iceberg,trino,db5,memory.heap-headroom-per-node=17.6; node-scheduler.max-splits-per-node=98.5; query.max-memory=26.1; query.max-memory-per-node=17.8; query.max-total-memory-per-node=15.1; task.concurrency=28.7; task.max-worker-threads=31.3,10782.00,tpch,100
iceberg,trino,db16,memory.heap-headroom-per-node=15.6; node-scheduler.max-splits-per-node=202.6; query.max-memory=19.5; query.max-memory-per-node=16.4; query.max-total-memory-per-node=15.6; task.concurrency=35.9; task.max-worker-threads=16.4,5137.70,tpch,100
iceberg,trino,db6,memory.heap-headroom-per-node=17.6; node-scheduler.max-splits-per-node=171.8; query.max-memory=18.3; query.max-memory-per-node=20.0; query.max-total-memory-per-node=17.2; task.concurrency=21.8; task.max-worker-threads=33.4,11125.87,tpch,100
iceberg,trino,db14,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=200; query.max-memory=32; query.max-memory-per-node=16; query.max-total-memory-per-node=20; task.concurrency=24; task.max-worker-threads=24,10681.56,tpch,100
iceberg,trino,db3,memory.heap-headroom-per-node=22.6; node-scheduler.max-splits-per-node=170.6; query.max-memory=16.6; query.max-memory-per-node=20.4; query.max-total-memory-per-node=17.6; task.concurrency=48.5; task.max-worker-threads=32.1,11333.25,tpch,100
iceberg,trino,db19,memory.heap-headroom-per-node=17.8; node-scheduler.max-splits-per-node=176.9; query.max-memory=28.2; query.max-memory-per-node=18.3; query.max-total-memory-per-node=14.9; task.concurrency=49.5; task.max-worker-threads=25.6,6266.95,tpch,100
iceberg,trino,db15,memory.heap-headroom-per-node=17.6; node-scheduler.max-splits-per-node=98.5; query.max-memory=26.1; query.max-memory-per-node=17.8; query.max-total-memory-per-node=15.1; task.concurrency=28.7; task.max-worker-threads=31.3,7822.05,tpch,100
iceberg,trino,db10,memory.heap-headroom-per-node=15.8; node-scheduler.max-splits-per-node=248.5; query.max-memory=30.5; query.max-memory-per-node=20.0; query.max-total-memory-per-node=12.9; task.concurrency=14.5; task.max-worker-threads=31.5,7193.47,tpch,100
iceberg,trino,db3,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=256; query.max-memory=32; query.max-memory-per-node=18; query.max-total-memory-per-node=14; task.concurrency=16; task.max-worker-threads=32,8449.26,tpch,100
iceberg,trino,db17,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=100; query.max-memory=20; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=32,8577.15,tpch,100
iceberg,trino,db7,memory.heap-headroom-per-node=15.2; node-scheduler.max-splits-per-node=111.8; query.max-memory=17.5; query.max-memory-per-node=12.5; query.max-total-memory-per-node=15.4; task.concurrency=21.5; task.max-worker-threads=29.3,7676.69,tpch,100
iceberg,trino,db22,memory.heap-headroom-per-node=12.8; node-scheduler.max-splits-per-node=209.6; query.max-memory=31.0; query.max-memory-per-node=14.9; query.max-total-memory-per-node=12.2; task.concurrency=34.6; task.max-worker-threads=15.3,10872.47,tpch,100
iceberg,trino,db10,memory.heap-headroom-per-node=20; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=14; query.max-total-memory-per-node=16; task.concurrency=24; task.max-worker-threads=48,9684.13,tpch,100
iceberg,trino,db4,memory.heap-headroom-per-node=17.0; node-scheduler.max-splits-per-node=106.1; query.max-memory=19.7; query.max-memory-per-node=14.8; query.max-total-memory-per-node=18.0; task.concurrency=26.1; task.max-worker-threads=33.2,8192.55,tpch,100
iceberg,trino,db21,memory.heap-headroom-per-node=14.1; node-scheduler.max-splits-per-node=90.7; query.max-memory=25.8; query.max-memory-per-node=19.4; query.max-total-memory-per-node=16.3; task.concurrency=44.3; task.max-worker-threads=47.7,13165.46,tpch,100
iceberg,trino,db1,memory.heap-headroom-per-node=16; node-scheduler.max-splits-per-node=200; query.max-memory=20; query.max-memory-per-node=18; query.max-total-memory-per-node=16; task.concurrency=32; task.max-worker-threads=16,6984.63,tpch,100
iceberg,trino,db6,memory.heap-headroom-per-node=15.2; node-scheduler.max-splits-per-node=111.8; query.max-memory=17.5; query.max-memory-per-node=12.5; query.max-total-memory-per-node=15.4; task.concurrency=21.5; task.max-worker-threads=29.3,10341.10,tpch,100
iceberg,trino,db3,memory.heap-headroom-per-node=14.6; node-scheduler.max-splits-per-node=106.5; query.max-memory=18.4; query.max-memory-per-node=13.6; query.max-total-memory-per-node=16.8; task.concurrency=22.6; task.max-worker-threads=30.2,9258.89,tpch,100
iceberg,trino,db9,memory.heap-headroom-per-node=15.0; node-scheduler.max-splits-per-node=97.9; query.max-memory=20.5; query.max-memory-per-node=14.6; query.max-total-memory-per-node=15.8; task.concurrency=23.6; task.max-worker-threads=29.3,15671.73,tpch,100
iceberg,trino,db22,memory.heap-headroom-per-node=20.5; node-scheduler.max-splits-per-node=191.7; query.max-memory=36.8; query.max-memory-per-node=16.0; query.max-total-memory-per-node=16.0; task.concurrency=51.7; task.max-worker-threads=26.6,7213.75,tpch,100
iceberg,trino,db1,memory.heap-headroom-per-node=16.5; node-scheduler.max-splits-per-node=216.1; query.max-memory=31.6; query.max-memory-per-node=17.9; query.max-total-memory-per-node=16.4; task.concurrency=51.1; task.max-worker-threads=46.3,5642.21,tpch,100
iceberg,trino,db13,memory.heap-headroom-per-node=22.7; node-scheduler.max-splits-per-node=195.1; query.max-memory=34.4; query.max-memory-per-node=18.2; query.max-total-memory-per-node=16.5; task.concurrency=44.0; task.max-worker-threads=22.0,7814.92,tpch,100
iceberg,trino,db13,memory.heap-headroom-per-node=20.2; node-scheduler.max-splits-per-node=111.1; query.max-memory=26.3; query.max-memory-per-node=16.7; query.max-total-memory-per-node=14.5; task.concurrency=28.7; task.max-worker-threads=34.5,5297.30,tpch,100
iceberg,trino,db7,memory.heap-headroom-per-node=17.4; node-scheduler.max-splits-per-node=97.4; query.max-memory=21.0; query.max-memory-per-node=19.3; query.max-total-memory-per-node=18.5; task.concurrency=43.1; task.max-worker-threads=50.9,8443.32,tpch,100
iceberg,trino,db9,memory.heap-headroom-per-node=15.8; node-scheduler.max-splits-per-node=215.3; query.max-memory=33.8; query.max-memory-per-node=17.0; query.max-total-memory-per-node=13.6; task.concurrency=33.6; task.max-worker-threads=15.4,16412.22,tpch,100
iceberg,trino,db21,memory.heap-headroom-per-node=15.6; node-scheduler.max-splits-per-node=202.6; query.max-memory=19.5; query.max-memory-per-node=16.4; query.max-total-memory-per-node=15.6; task.concurrency=35.9; task.max-worker-threads=16.4,9833.12,tpch,100
iceberg,trino,db13,memory.heap-headroom-per-node=20.8; node-scheduler.max-splits-per-node=203.4; query.max-memory=33.8; query.max-memory-per-node=19.9; query.max-total-memory-per-node=17.3; task.concurrency=44.1; task.max-worker-threads=20.6,4984.75,tpch,100
iceberg,trino,db7,memory.heap-headroom-per-node=17.5; node-scheduler.max-splits-per-node=114.4; query.max-memory=28.3; query.max-memory-per-node=18.1; query.max-total-memory-per-node=12.4; task.concurrency=36.5; task.max-worker-threads=28.9,6037.01,tpch,100
iceberg,trino,db9,memory.heap-headroom-per-node=18.7; node-scheduler.max-splits-per-node=170.2; query.max-memory=34.6; query.max-memory-per-node=16.7; query.max-total-memory-per-node=18.6; task.concurrency=25.7; task.max-worker-threads=24.4,12209.02,tpch,100
iceberg,trino,db8,memory.heap-headroom-per-node=14.8; node-scheduler.max-splits-per-node=209.4; query.max-memory=17.0; query.max-memory-per-node=19.4; query.max-total-memory-per-node=17.3; task.concurrency=28.2; task.max-worker-threads=15.6,9116.74,tpch,100
iceberg,trino,db9,memory.heap-headroom-per-node=15.2; node-scheduler.max-splits-per-node=156.8; query.max-memory=17.2; query.max-memory-per-node=20.4; query.max-total-memory-per-node=18.2; task.concurrency=41.1; task.max-worker-threads=14.3,11550.55,tpch,100
iceberg,trino,db1,memory.heap-headroom-per-node=18; node-scheduler.max-splits-per-node=100; query.max-memory=28; query.max-memory-per-node=16; query.max-total-memory-per-node=14; task.concurrency=32; task.max-worker-threads=32,5545.51,tpch,100
