datalake,engine,query name,conf,latency,benchmark,sf
hudi,spark,db8,199.5; 30.4; 25.4; 27.3; 25.9; 418.9|0.9; 0.0; 1.0,102916.22,tpch,100
hudi,spark,db19,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,57386.88,tpch,100
hudi,spark,db2,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,14486.89,tpch,100
hudi,spark,db20,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,113275.29,tpch,100
hudi,spark,db21,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,15627.93,tpch,100
hudi,spark,db22,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,37196.8,tpch,100
hudi,spark,db3,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,40937.85,tpch,100
hudi,spark,db4,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,14789.68,tpch,100
hudi,spark,db5,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,103468.03,tpch,100
hudi,spark,db6,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,56204.56,tpch,100
hudi,spark,db7,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,13894.32,tpch,100
hudi,spark,db8,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,12670.33,tpch,100
hudi,spark,db9,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,104894.25,tpch,100
hudi,spark,db1,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,92657.25,tpch,100
hudi,spark,db10,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,9701.97,tpch,100
hudi,spark,db11,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,11010.03,tpch,100
hudi,spark,db12,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,74503.31,tpch,100
hudi,spark,db13,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,79157.22,tpch,100
hudi,spark,db14,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,28793.09,tpch,100
hudi,spark,db15,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,10947.51,tpch,100
hudi,spark,db16,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,85604.66,tpch,100
hudi,spark,db17,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,87437.56,tpch,100
hudi,spark,db18,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,89625.5,tpch,100
hudi,spark,db19,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,81067.7,tpch,100
hudi,spark,db2,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,14735.35,tpch,100
hudi,spark,db20,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,15331.54,tpch,100
hudi,spark,db21,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,75648.69,tpch,100
hudi,spark,db22,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,14527.74,tpch,100
hudi,spark,db3,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,113391.92,tpch,100
hudi,spark,db4,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,15475.19,tpch,100
hudi,spark,db5,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,17607.97,tpch,100
hudi,spark,db6,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,34224.75,tpch,100
hudi,spark,db7,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,30761.98,tpch,100
hudi,spark,db8,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,102859.1,tpch,100
hudi,spark,db9,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,104673.65,tpch,100
hudi,spark,db1,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,11231.29,tpch,100
hudi,spark,db10,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,10415.87,tpch,100
hudi,spark,db11,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,84160.36,tpch,100
hudi,spark,db12,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,25938.76,tpch,100
hudi,spark,db13,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,9875.38,tpch,100
hudi,spark,db14,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,30346.31,tpch,100
hudi,spark,db15,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,20879.7,tpch,100
hudi,spark,db16,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,11644.79,tpch,100
hudi,spark,db17,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,48788.16,tpch,100
hudi,spark,db18,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,53590.62,tpch,100
hudi,spark,db19,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,13976.95,tpch,100
hudi,spark,db2,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,48836.1,tpch,100
hudi,spark,db20,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,62717.03,tpch,100
hudi,spark,db21,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,17384.12,tpch,100
hudi,spark,db22,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,53052.67,tpch,100
hudi,spark,db3,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,16291.02,tpch,100
hudi,spark,db4,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,15330.09,tpch,100
hudi,spark,db5,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,108737.92,tpch,100
hudi,spark,db6,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,50143.07,tpch,100
hudi,spark,db7,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,13282.43,tpch,100
hudi,spark,db8,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,12815.8,tpch,100
hudi,spark,db9,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=2; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,25704.51,tpch,100
hudi,spark,db1,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,26137.96,tpch,100
hudi,spark,db10,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,20418.04,tpch,100
hudi,spark,db11,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,28869.47,tpch,100
hudi,spark,db12,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,37659.31,tpch,100
hudi,spark,db13,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,44419.96,tpch,100
hudi,spark,db14,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,35210.64,tpch,100
hudi,spark,db15,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,24688.02,tpch,100
hudi,spark,db16,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,54518.59,tpch,100
hudi,spark,db17,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,38695.9,tpch,100
hudi,spark,db18,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,46981.47,tpch,100
hudi,spark,db19,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,50508.76,tpch,100
hudi,spark,db2,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,25750.67,tpch,100
hudi,spark,db20,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,57281.17,tpch,100
hudi,spark,db21,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,30405.33,tpch,100
hudi,spark,db22,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,19003.16,tpch,100
hudi,spark,db3,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,64472.47,tpch,100
hudi,spark,db4,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,17239.06,tpch,100
hudi,spark,db5,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,63715.6,tpch,100
hudi,spark,db6,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,39585.45,tpch,100
hudi,spark,db7,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,20583.77,tpch,100
hudi,spark,db8,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,36126.77,tpch,100
hudi,spark,db9,spark.executor.memory=8g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,32270.74,tpch,100
hudi,spark,db1,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,37179.62,tpch,100
hudi,spark,db10,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,27643.9,tpch,100
hudi,spark,db11,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,28143.88,tpch,100
hudi,spark,db12,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,18154.01,tpch,100
hudi,spark,db13,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,14845.82,tpch,100
hudi,spark,db14,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,16847.0,tpch,100
hudi,spark,db15,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,28383.04,tpch,100
hudi,spark,db16,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,17626.11,tpch,100
hudi,spark,db17,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,26590.45,tpch,100
hudi,spark,db18,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,20688.43,tpch,100
hudi,spark,db19,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,16993.74,tpch,100
hudi,spark,db2,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,48628.35,tpch,100
hudi,spark,db20,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,22902.71,tpch,100
hudi,spark,db21,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,53073.37,tpch,100
hudi,spark,db22,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,51379.65,tpch,100
hudi,spark,db3,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,27535.92,tpch,100
hudi,spark,db4,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,63953.32,tpch,100
hudi,spark,db5,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,20158.32,tpch,100
hudi,spark,db6,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,31843.87,tpch,100
hudi,spark,db7,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,54652.25,tpch,100
hudi,spark,db8,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,30438.18,tpch,100
hudi,spark,db9,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,40726.8,tpch,100
hudi,spark,db1,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,91502.15,tpch,100
hudi,spark,db10,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,22333.77,tpch,100
hudi,spark,db11,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,19378.2,tpch,100
hudi,spark,db12,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,14041.46,tpch,100
hudi,spark,db13,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,75020.9,tpch,100
hudi,spark,db14,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,10347.06,tpch,100
hudi,spark,db15,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,18227.18,tpch,100
hudi,spark,db16,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,85553.33,tpch,100
hudi,spark,db17,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,90577.77,tpch,100
hudi,spark,db18,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,86178.97,tpch,100
hudi,spark,db19,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,82738.03,tpch,100
hudi,spark,db2,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,14241.44,tpch,100
hudi,spark,db20,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,14979.12,tpch,100
hudi,spark,db21,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,123971.85,tpch,100
hudi,spark,db22,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,14695.47,tpch,100
hudi,spark,db3,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,117853.75,tpch,100
hudi,spark,db4,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,14836.44,tpch,100
hudi,spark,db5,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,13673.4,tpch,100
hudi,spark,db6,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,21439.44,tpch,100
hudi,spark,db7,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,98322.44,tpch,100
hudi,spark,db8,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,96753.11,tpch,100
hudi,spark,db9,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,103398.67,tpch,100
hudi,spark,db1,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,48274.11,tpch,100
hudi,spark,db10,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,10135.29,tpch,100
hudi,spark,db11,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,77598.67,tpch,100
hudi,spark,db12,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,74665.41,tpch,100
hudi,spark,db13,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,10542.8,tpch,100
hudi,spark,db14,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,77221.11,tpch,100
hudi,spark,db15,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,11445.27,tpch,100
hudi,spark,db16,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,25380.79,tpch,100
hudi,spark,db17,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,23012.37,tpch,100
hudi,spark,db18,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,88706.75,tpch,100
