datalake,engine,query name,conf,latency,benchmark,sf
delta,presto,syn_q12,84.6;99.3;113.1;95.9;181.9|24.8;73.0;170.0;55.4;121.4;160.1,63670.27,ssb,100
delta,presto,syn_q12,189.2;14.5;49.2;117.8;42.7|196.0;176.8;242.2;53.7,49349.08,ssb,100
delta,presto,syn_q12,99.0;174.9;34.8;186.9;70.1;187.3|206.1;238.2;34.9,51892.74,ssb,100
delta,presto,syn_q12,184.8;175.2;73.0;27.1|68.9;53.7;71.8;253.8;115.3,54502.16,ssb,100
delta,presto,syn_q12,120.9;167.4;100.3;143.7;65.1;29.3|271.2;54.1;130.4;164.4,68142.04,ssb,100
delta,presto,syn_q13,188.6;13.1;175.0;149.2;155.7;159.7;156.1;136.0|296.8;71.9;201.8;93.4;43.6;78.1,54875.97,ssb,100
delta,presto,syn_q13,116.5;72.4;113.6;48.0;140.2;25.1;132.9|16.0;47.7;227.3;84.9;200.7;204.8,90654.59,ssb,100
delta,presto,syn_q13,40.8;91.0;148.5;78.7;155.4;64.9;199.6|32.1;55.1;45.2,57358.89,ssb,100
delta,presto,syn_q13,191.2;22.5;156.4;154.1|289.9;42.9;140.9;45.2;232.1,62303.49,ssb,100
delta,presto,syn_q13,98.4;33.2;136.9;62.9;25.8;159.9;77.1;83.7|168.1;82.6;15.3;275.0,56964.20,ssb,100
delta,presto,syn_q13,198.5;40.8;75.0;109.2|148.8;278.2;193.2;18.6,60281.08,ssb,100
delta,presto,syn_q13,160.6;92.2;163.4;157.4;86.5;41.8;128.0|234.3;226.8;29.4;298.0;75.8;200.5,43183.65,ssb,100
delta,presto,syn_q13,115.9;97.0;71.2;80.1;181.0;16.9;45.7|15.0;202.7;118.0;108.2;227.4,38951.97,ssb,100
delta,presto,syn_q13,194.2;173.8;26.2;170.2|181.9;147.3;170.5,96804.75,ssb,100
delta,presto,syn_q13,147.9;74.7;128.7;16.2;168.7;70.2;69.3;166.2|21.3;40.9;282.3;202.8;299.5,46537.39,ssb,100
delta,presto,syn_q13,165.0;199.9;63.3;171.5;196.4;195.3|31.8;99.4;96.9;16.6;294.6,44564.02,ssb,100
delta,presto,syn_q13,45.1;27.7;36.1;109.7;123.9;29.0|37.6;86.6;106.8,31447.75,ssb,100
delta,presto,syn_q13,44.7;50.3;162.1;54.0|100.3;230.6;228.9;274.8;33.1,49533.84,ssb,100
delta,presto,syn_q13,187.7;175.4;113.8;182.2;135.0;29.1;86.7;186.8|276.5;131.8;200.8;88.0;25.1,40342.99,ssb,100
delta,presto,syn_q13,27.9;189.5;10.8;179.4|146.1;114.7;167.2,98194.39,ssb,100
delta,presto,syn_q14,108.5;106.1;118.1;76.4;50.0;150.6;143.9|203.5;113.6;78.7;165.1;278.0,62605.91,ssb,100
delta,presto,syn_q14,48.4;62.8;67.4;185.3|246.3;258.0;176.4,100000.00,ssb,100
delta,presto,syn_q14,97.4;75.9;175.6;191.3|16.6;53.3;177.4,67514.33,ssb,100
delta,presto,syn_q14,152.4;136.2;27.6;47.8;62.7;174.9;107.2;20.8|274.4;177.2;297.7;34.0,63558.41,ssb,100
delta,presto,syn_q14,105.0;125.7;31.9;85.6;130.3;149.0;32.0;39.9|128.9;228.3;50.5;43.4;233.7;205.3,54686.10,ssb,100
delta,presto,syn_q14,31.4;86.5;34.6;44.3|189.1;19.3;49.4,62452.54,ssb,100
delta,presto,syn_q14,135.7;185.9;154.4;187.2;47.6;128.4|20.7;175.8;135.1;107.8,57317.36,ssb,100
delta,presto,syn_q14,12.5;44.0;133.6;136.4;67.3;109.0;38.4;159.2|39.1;92.5;239.1;208.1,74200.97,ssb,100
delta,presto,syn_q14,36.7;74.1;11.7;136.3;196.6;38.5;64.5;34.5|213.2;116.4;290.6;219.3,79946.31,ssb,100
delta,presto,syn_q14,164.0;149.8;10.2;186.8|47.2;211.4;154.0;15.0;38.2,47396.47,ssb,100
delta,presto,syn_q14,32.5;62.3;90.5;78.2;72.1;79.7;68.3|71.5;17.8;283.0;267.5,40244.55,ssb,100
delta,presto,syn_q14,14.9;198.1;186.7;90.3;78.7|149.0;171.7;90.6;58.2,34587.18,ssb,100
delta,presto,syn_q14,21.7;146.6;193.2;91.9;173.8;14.3;53.4;34.0|164.0;284.1;41.0;102.6;286.3,69877.38,ssb,100
delta,presto,syn_q14,167.3;140.0;132.0;52.1;145.0|19.4;27.0;14.9;115.3;272.5,43091.88,ssb,100
delta,presto,syn_q14,117.2;156.0;95.8;90.4;159.5;128.4;80.5|117.9;133.3;60.0;81.4;149.1,31452.47,ssb,100
delta,presto,syn_q15,111.4;103.7;197.4;190.6|224.6;279.8;52.8,89371.59,ssb,100
delta,presto,syn_q15,147.6;182.4;145.1;135.0;118.5|86.5;68.3;108.3;79.4;48.9;290.1,70895.97,ssb,100
delta,presto,syn_q15,190.0;195.1;45.5;79.5;20.9;111.0|81.2;285.3;285.3;20.1,68793.61,ssb,100
delta,presto,syn_q15,24.7;144.2;79.5;137.0;104.9|118.4;218.4;117.2,100000.00,ssb,100
delta,presto,syn_q15,157.9;84.2;141.1;138.3;104.9;161.3;86.3|219.3;283.4;275.7;107.3;67.8,49466.17,ssb,100
delta,presto,syn_q15,93.0;117.2;198.3;61.5;83.5|289.1;28.4;70.5;91.3;32.9;109.5,79257.07,ssb,100
delta,presto,syn_q15,14.2;142.6;11.5;73.1;169.4;127.5|157.3;246.3;63.8;125.7;51.4,61035.06,ssb,100
delta,presto,syn_q15,119.4;85.4;170.4;44.5;172.2;55.5|262.3;90.1;79.5;235.3;180.7;44.4,65034.78,ssb,100
delta,presto,syn_q15,83.1;187.3;64.3;199.6;191.2|81.9;270.2;282.9;246.8,94905.83,ssb,100
delta,presto,syn_q15,157.6;178.4;50.6;163.8;96.0;88.4|75.5;288.7;207.4;15.2;164.9;209.0,69874.12,ssb,100
delta,presto,syn_q15,104.2;110.9;77.7;41.7|33.0;221.7;139.5,70515.56,ssb,100
delta,presto,syn_q15,63.4;39.7;78.9;194.2;63.1;180.3;92.3;182.1|85.3;254.8;198.6;206.8;24.1;154.2,82772.57,ssb,100
delta,presto,syn_q15,175.2;187.4;138.6;141.4;88.1|263.8;247.9;74.5;139.0;141.4,53777.69,ssb,100
delta,presto,syn_q15,91.7;139.6;87.3;47.0;10.6;62.9;21.8;167.2|246.4;246.0;280.4;28.2;279.0,46645.74,ssb,100
delta,presto,syn_q15,71.8;108.6;197.0;16.9;184.9;101.9|221.6;29.1;64.0;144.3,43855.57,ssb,100
delta,presto,syn_q16,70.2;50.2;14.1;88.2;161.5;89.5;86.4;142.1|175.2;60.2;165.6,69060.08,ssb,100
delta,presto,syn_q16,188.3;106.7;155.4;175.5;153.3;76.6|251.0;232.4;165.9;268.9,44470.63,ssb,100
delta,presto,syn_q16,170.7;33.4;60.5;47.3;131.9|243.8;288.4;295.7;238.8;229.7;253.4,65685.76,ssb,100
delta,presto,syn_q16,157.4;155.5;16.7;68.0;49.6;105.7|157.1;69.6;146.3,75502.72,ssb,100
delta,presto,syn_q16,192.7;52.3;54.5;86.9;154.6;95.4|37.3;218.1;185.5;190.6;42.7,86697.46,ssb,100
delta,presto,syn_q16,46.7;166.9;175.9;194.2;45.4;34.3|111.1;238.4;291.3;277.9,58224.04,ssb,100
delta,presto,syn_q16,134.5;42.4;175.3;179.9|220.0;113.3;143.9,56443.63,ssb,100
delta,presto,syn_q16,61.0;63.1;13.7;144.4|209.9;253.3;88.9;173.9;56.3;117.7,46106.31,ssb,100
delta,presto,syn_q16,169.6;132.2;21.3;101.7;127.1|286.9;277.8;51.8,46818.60,ssb,100
delta,presto,syn_q16,113.4;98.5;121.6;149.7;100.2;151.4|261.0;176.6;69.4;61.5;32.7,56058.79,ssb,100
delta,presto,syn_q16,170.0;160.8;45.2;12.7;168.2;141.8;138.0|131.6;41.3;250.2;25.0,66990.73,ssb,100
delta,presto,syn_q16,68.0;109.9;28.9;82.5;19.5|53.3;125.8;211.4,78918.84,ssb,100
delta,presto,syn_q16,20.7;186.7;158.0;16.0;73.7|123.4;242.8;219.2;30.3,47152.68,ssb,100
delta,presto,syn_q16,47.4;192.1;120.8;11.9;98.3;124.9|27.4;153.5;49.6,93892.56,ssb,100
delta,presto,syn_q16,193.5;14.9;97.7;126.9;27.0;153.0;16.6;95.8|37.1;69.2;245.8;174.2,55312.97,ssb,100
