datalake,engine,query name,conf,latency,benchmark,sf
iceberg,spark,ssb_flat_q_01,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,11980.41,ssb-flat,10
iceberg,spark,ssb_flat_q_01,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1549.54,ssb-flat,10
iceberg,spark,ssb_flat_q_03,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,4157.93,ssb-flat,10
iceberg,spark,ssb_flat_q_04,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1505.49,ssb-flat,10
iceberg,spark,ssb_flat_q_06,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1841.71,ssb-flat,10
iceberg,spark,ssb_flat_q_07,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,10884.76,ssb-flat,10
iceberg,spark,ssb_flat_q_08,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1909.76,ssb-flat,10
iceberg,spark,ssb_flat_q_11,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,3514.69,ssb-flat,10
iceberg,spark,ssb_flat_q_12,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,11275.55,ssb-flat,10
iceberg,spark,ssb_flat_q_14,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1672.76,ssb-flat,10
iceberg,spark,ssb_flat_q_21,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,10967.05,ssb-flat,10
iceberg,spark,ssb_flat_q_22,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,1511.41,ssb-flat,10
iceberg,spark,ssb_flat_q_25,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,8529.07,ssb-flat,10
iceberg,spark,ssb_flat_q_26,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,12142.36,ssb-flat,10
iceberg,spark,ssb_flat_queries,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,10434.29,ssb-flat,10
iceberg,spark,ssb_flat_q_01,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,2536.37,ssb-flat,10
iceberg,spark,ssb_flat_q_02,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,12402.9,ssb-flat,10
iceberg,spark,ssb_flat_q_03,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,4984.25,ssb-flat,10
iceberg,spark,ssb_flat_q_04,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1937.81,ssb-flat,10
iceberg,spark,ssb_flat_q_06,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1868.26,ssb-flat,10
iceberg,spark,ssb_flat_q_07,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1733.97,ssb-flat,10
iceberg,spark,ssb_flat_q_08,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1805.45,ssb-flat,10
iceberg,spark,ssb_flat_q_11,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,16201.73,ssb-flat,10
iceberg,spark,ssb_flat_q_12,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,13289.45,ssb-flat,10
iceberg,spark,ssb_flat_q_14,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,15804.37,ssb-flat,10
iceberg,spark,ssb_flat_q_21,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1796.26,ssb-flat,10
iceberg,spark,ssb_flat_q_22,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,11748.27,ssb-flat,10
iceberg,spark,ssb_flat_q_25,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1889.21,ssb-flat,10
iceberg,spark,ssb_flat_q_26,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,13521.14,ssb-flat,10
iceberg,spark,ssb_flat_q_27,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,13483.45,ssb-flat,10
iceberg,spark,ssb_flat_queries,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=256m,1769.0,ssb-flat,10
iceberg,spark,ssb_flat_q_01,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,5248.09,ssb-flat,10
iceberg,spark,ssb_flat_q_02,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,4096.66,ssb-flat,10
iceberg,spark,ssb_flat_q_03,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,14865.13,ssb-flat,10
iceberg,spark,ssb_flat_q_04,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,11861.96,ssb-flat,10
iceberg,spark,ssb_flat_q_06,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,14181.73,ssb-flat,10
iceberg,spark,ssb_flat_q_07,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,7665.28,ssb-flat,10
iceberg,spark,ssb_flat_q_08,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,7803.04,ssb-flat,10
iceberg,spark,ssb_flat_q_11,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2867.49,ssb-flat,10
iceberg,spark,ssb_flat_q_12,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1815.78,ssb-flat,10
iceberg,spark,ssb_flat_q_14,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2040.32,ssb-flat,10
iceberg,spark,ssb_flat_q_21,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,13564.03,ssb-flat,10
iceberg,spark,ssb_flat_q_22,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,3404.64,ssb-flat,10
iceberg,spark,ssb_flat_q_25,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,5268.61,ssb-flat,10
iceberg,spark,ssb_flat_q_26,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1841.2,ssb-flat,10
iceberg,spark,ssb_flat_q_27,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,8931.29,ssb-flat,10
iceberg,spark,ssb_flat_queries,spark.executor.memory=6g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,13168.73,ssb-flat,10
iceberg,spark,ssb_flat_q_01,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,6101.02,ssb-flat,10
iceberg,spark,ssb_flat_q_02,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,1760.17,ssb-flat,10
iceberg,spark,ssb_flat_q_03,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,2470.16,ssb-flat,10
iceberg,spark,ssb_flat_q_04,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,4648.39,ssb-flat,10
iceberg,spark,ssb_flat_q_06,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,3890.22,ssb-flat,10
iceberg,spark,ssb_flat_q_07,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,7569.9,ssb-flat,10
iceberg,spark,ssb_flat_q_08,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,6398.42,ssb-flat,10
iceberg,spark,ssb_flat_q_11,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,3075.02,ssb-flat,10
iceberg,spark,ssb_flat_q_12,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,2502.76,ssb-flat,10
iceberg,spark,ssb_flat_q_14,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,1957.2,ssb-flat,10
iceberg,spark,ssb_flat_q_21,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,12466.91,ssb-flat,10
iceberg,spark,ssb_flat_q_22,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,3883.06,ssb-flat,10
iceberg,spark,ssb_flat_q_25,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,10360.17,ssb-flat,10
iceberg,spark,ssb_flat_q_26,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,2558.14,ssb-flat,10
iceberg,spark,ssb_flat_q_27,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,1891.01,ssb-flat,10
iceberg,spark,ssb_flat_queries,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=128m,8905.47,ssb-flat,10
iceberg,spark,ssb_flat_q_01,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,7405.48,ssb-flat,10
iceberg,spark,ssb_flat_q_02,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1812.48,ssb-flat,10
iceberg,spark,ssb_flat_q_03,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2251.08,ssb-flat,10
iceberg,spark,ssb_flat_q_04,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2135.39,ssb-flat,10
iceberg,spark,ssb_flat_q_06,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1873.78,ssb-flat,10
iceberg,spark,ssb_flat_q_07,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,5490.11,ssb-flat,10
iceberg,spark,ssb_flat_q_08,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,6674.91,ssb-flat,10
iceberg,spark,ssb_flat_q_11,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,5464.65,ssb-flat,10
iceberg,spark,ssb_flat_q_12,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,14228.16,ssb-flat,10
iceberg,spark,ssb_flat_q_14,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,2703.05,ssb-flat,10
iceberg,spark,ssb_flat_q_21,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,3615.17,ssb-flat,10
iceberg,spark,ssb_flat_q_22,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,4690.46,ssb-flat,10
iceberg,spark,ssb_flat_q_25,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,4577.72,ssb-flat,10
iceberg,spark,ssb_flat_q_26,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,14335.57,ssb-flat,10
iceberg,spark,ssb_flat_q_27,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,1914.82,ssb-flat,10
iceberg,spark,ssb_flat_queries,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,3144.05,ssb-flat,10
iceberg,spark,ssb_flat_q_01,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,5211.49,ssb-flat,10
iceberg,spark,ssb_flat_q_02,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,6175.88,ssb-flat,10
iceberg,spark,ssb_flat_q_03,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,3364.85,ssb-flat,10
iceberg,spark,ssb_flat_q_04,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,14619.45,ssb-flat,10
iceberg,spark,ssb_flat_q_06,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,10667.02,ssb-flat,10
iceberg,spark,ssb_flat_q_07,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,12811.1,ssb-flat,10
iceberg,spark,ssb_flat_q_08,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,8381.28,ssb-flat,10
iceberg,spark,ssb_flat_q_11,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2818.3,ssb-flat,10
iceberg,spark,ssb_flat_q_12,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,1918.64,ssb-flat,10
iceberg,spark,ssb_flat_q_14,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,5984.37,ssb-flat,10
iceberg,spark,ssb_flat_q_21,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,6811.86,ssb-flat,10
iceberg,spark,ssb_flat_q_22,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2293.03,ssb-flat,10
iceberg,spark,ssb_flat_q_25,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,14105.08,ssb-flat,10
iceberg,spark,ssb_flat_q_26,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,1987.42,ssb-flat,10
iceberg,spark,ssb_flat_q_27,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,2226.48,ssb-flat,10
iceberg,spark,ssb_flat_queries,spark.executor.memory=4g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=128m,7634.8,ssb-flat,10
iceberg,spark,ssb_flat_q_01,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6504.71,ssb-flat,10
iceberg,spark,ssb_flat_q_02,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1796.33,ssb-flat,10
iceberg,spark,ssb_flat_q_03,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2085.72,ssb-flat,10
iceberg,spark,ssb_flat_q_04,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1846.71,ssb-flat,10
iceberg,spark,ssb_flat_q_06,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1757.09,ssb-flat,10
iceberg,spark,ssb_flat_q_07,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1870.08,ssb-flat,10
iceberg,spark,ssb_flat_q_08,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,4148.53,ssb-flat,10
iceberg,spark,ssb_flat_q_11,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6705.88,ssb-flat,10
iceberg,spark,ssb_flat_q_12,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,13849.49,ssb-flat,10
iceberg,spark,ssb_flat_q_14,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2014.99,ssb-flat,10
iceberg,spark,ssb_flat_q_21,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,3839.7,ssb-flat,10
iceberg,spark,ssb_flat_q_22,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,6558.8,ssb-flat,10
iceberg,spark,ssb_flat_q_25,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1866.7,ssb-flat,10
iceberg,spark,ssb_flat_q_26,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,14569.18,ssb-flat,10
iceberg,spark,ssb_flat_q_27,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,1802.23,ssb-flat,10
iceberg,spark,ssb_flat_queries,spark.executor.memory=2g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=8g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=512m,2731.35,ssb-flat,10
iceberg,spark,ssb_flat_q_01,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,4263.27,ssb-flat,10
iceberg,spark,ssb_flat_q_02,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,6142.69,ssb-flat,10
iceberg,spark,ssb_flat_q_03,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,2270.56,ssb-flat,10
iceberg,spark,ssb_flat_q_04,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,11931.71,ssb-flat,10
iceberg,spark,ssb_flat_q_06,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,6568.47,ssb-flat,10
iceberg,spark,ssb_flat_q_07,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,10875.96,ssb-flat,10
iceberg,spark,ssb_flat_q_08,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,5296.54,ssb-flat,10
iceberg,spark,ssb_flat_q_11,spark.executor.memory=4g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,3803.53,ssb-flat,10
