datalake,engine,query name,conf,latency,benchmark,sf
iceberg,spark,q1_1,spark.executor.memory=8g; spark.executor.cores=4; spark.executor.instances=3; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=128m,19006.94,ssb-flat,100
iceberg,spark,q3_2,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,21430.33,ssb-flat,100
iceberg,spark,q3_3,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,13726.82,ssb-flat,100
iceberg,spark,q3_4,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,38560.37,ssb-flat,100
iceberg,spark,q4_1,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,47618.06,ssb-flat,100
iceberg,spark,q4_2,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,18453.3,ssb-flat,100
iceberg,spark,q4_3,spark.executor.memory=4g; spark.executor.cores=6; spark.executor.instances=1; spark.driver.memory=6g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=512m,17108.26,ssb-flat,100
iceberg,spark,q1_1,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,23402.78,ssb-flat,100
iceberg,spark,q1_2,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,24240.91,ssb-flat,100
iceberg,spark,q1_3,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,34780.53,ssb-flat,100
iceberg,spark,q2_1,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,32345.44,ssb-flat,100
iceberg,spark,q2_2,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,52793.25,ssb-flat,100
iceberg,spark,q2_3,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,46240.35,ssb-flat,100
iceberg,spark,q3_1,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,41188.01,ssb-flat,100
iceberg,spark,q3_2,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,68038.13,ssb-flat,100
iceberg,spark,q3_3,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,38837.18,ssb-flat,100
iceberg,spark,q3_4,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,28810.55,ssb-flat,100
iceberg,spark,q4_1,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,21405.04,ssb-flat,100
iceberg,spark,q4_2,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,43375.17,ssb-flat,100
iceberg,spark,q4_3,spark.executor.memory=8g; spark.executor.cores=2; spark.executor.instances=3; spark.driver.memory=4g; spark.sql.shuffle.partitions=16; spark.sql.files.maxPartitionBytes=256m,57411.15,ssb-flat,100
iceberg,spark,q1_1,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,27399.99,ssb-flat,100
iceberg,spark,q1_2,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,17787.88,ssb-flat,100
iceberg,spark,q1_3,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,21942.21,ssb-flat,100
iceberg,spark,q2_1,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,16195.89,ssb-flat,100
iceberg,spark,q2_2,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,103620.34,ssb-flat,100
iceberg,spark,q2_3,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,98111.86,ssb-flat,100
iceberg,spark,q3_1,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,75889.1,ssb-flat,100
iceberg,spark,q3_2,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,115876.98,ssb-flat,100
iceberg,spark,q3_3,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,35029.54,ssb-flat,100
iceberg,spark,q3_4,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,17618.21,ssb-flat,100
iceberg,spark,q4_1,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,14272.33,ssb-flat,100
iceberg,spark,q4_2,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,34485.96,ssb-flat,100
iceberg,spark,q4_3,spark.executor.memory=6g; spark.executor.cores=8; spark.executor.instances=1; spark.driver.memory=4g; spark.sql.shuffle.partitions=8; spark.sql.files.maxPartitionBytes=512m,79455.49,ssb-flat,100
iceberg,spark,q1_1,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,38623.11,ssb-flat,100
iceberg,spark,q1_2,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,15417.52,ssb-flat,100
iceberg,spark,q1_3,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,11883.29,ssb-flat,100
iceberg,spark,q2_1,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,14800.31,ssb-flat,100
iceberg,spark,q2_2,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,114428.9,ssb-flat,100
iceberg,spark,q2_3,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,95903.7,ssb-flat,100
iceberg,spark,q3_1,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,107917.56,ssb-flat,100
iceberg,spark,q3_2,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,115268.52,ssb-flat,100
iceberg,spark,q3_3,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,25082.26,ssb-flat,100
iceberg,spark,q3_4,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,16407.04,ssb-flat,100
iceberg,spark,q4_1,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,15428.78,ssb-flat,100
iceberg,spark,q4_2,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,18056.03,ssb-flat,100
iceberg,spark,q4_3,spark.executor.memory=2g; spark.executor.cores=4; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,128513.22,ssb-flat,100
iceberg,spark,q1_1,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,41831.73,ssb-flat,100
iceberg,spark,q1_2,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,13591.92,ssb-flat,100
iceberg,spark,q1_3,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,12555.03,ssb-flat,100
iceberg,spark,q2_1,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,19763.61,ssb-flat,100
iceberg,spark,q2_2,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,109211.88,ssb-flat,100
iceberg,spark,q2_3,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,102359.3,ssb-flat,100
iceberg,spark,q3_1,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,109084.37,ssb-flat,100
iceberg,spark,q3_2,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,113427.03,ssb-flat,100
iceberg,spark,q3_3,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,32656.36,ssb-flat,100
iceberg,spark,q3_4,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,51805.63,ssb-flat,100
iceberg,spark,q4_1,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,15476.46,ssb-flat,100
iceberg,spark,q4_2,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,18761.12,ssb-flat,100
iceberg,spark,q4_3,spark.executor.memory=2g; spark.executor.cores=2; spark.executor.instances=1; spark.driver.memory=2g; spark.sql.shuffle.partitions=4; spark.sql.files.maxPartitionBytes=256m,56761.84,ssb-flat,100
iceberg,spark,q1_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,11736.88,ssb-flat,100
iceberg,spark,q1_2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,14637.58,ssb-flat,100
iceberg,spark,q1_3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,74291.57,ssb-flat,100
iceberg,spark,q2_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,74200.82,ssb-flat,100
iceberg,spark,q2_2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,119430.68,ssb-flat,100
iceberg,spark,q2_3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,100929.17,ssb-flat,100
iceberg,spark,q3_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,95879.41,ssb-flat,100
iceberg,spark,q3_2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,106024.81,ssb-flat,100
iceberg,spark,q3_3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,83072.74,ssb-flat,100
iceberg,spark,q3_4,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,35715.02,ssb-flat,100
iceberg,spark,q4_1,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,14564.53,ssb-flat,100
iceberg,spark,q4_2,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,42430.5,ssb-flat,100
iceberg,spark,q4_3,spark.executor.memory=8g; spark.executor.cores=6; spark.executor.instances=2; spark.driver.memory=4g; spark.sql.shuffle.partitions=32; spark.sql.files.maxPartitionBytes=256m,88725.75,ssb-flat,100
iceberg,spark,q1_1,376;34;150;337;923;7;60;0.499345510453;0.2490164503455,15119.457294,ssb-flat,100
iceberg,spark,q1_2,376;34;150;337;923;7;60;0.499345510453;0.2490164503455,18344.657511,ssb-flat,100
iceberg,spark,q1_3,376;34;150;337;923;7;60;0.499345510453;0.2490164503455,15588.28078,ssb-flat,100
iceberg,spark,q2_1,376;34;150;337;923;7;60;0.499345510453;0.2490164503455,102321.000609,ssb-flat,100
iceberg,spark,q2_2,376;34;150;337;923;7;60;0.499345510453;0.2490164503455,368289.29533,ssb-flat,100
iceberg,spark,q2_3,376;34;150;337;923;7;60;0.499345510453;0.2490164503455,665946.564342,ssb-flat,100
iceberg,spark,q3_1,376;34;150;337;923;7;60;0.499345510453;0.2490164503455,453785.552152,ssb-flat,100
iceberg,spark,q3_2,376;34;150;337;923;7;60;0.499345510453;0.2490164503455,625769.773832,ssb-flat,100
iceberg,spark,q3_3,376;34;150;337;923;7;60;0.499345510453;0.2490164503455,1591246.762637,ssb-flat,100
iceberg,spark,q3_4,376;34;150;337;923;7;60;0.499345510453;0.2490164503455,481055.181623,ssb-flat,100
iceberg,spark,q4_1,376;34;150;337;923;7;60;0.499345510453;0.2490164503455,1084560.245775,ssb-flat,100
iceberg,spark,q4_2,376;34;150;337;923;7;60;0.499345510453;0.2490164503455,210150.65412,ssb-flat,100
iceberg,spark,q4_3,376;34;150;337;923;7;60;0.499345510453;0.2490164503455,99358.967599,ssb-flat,100
iceberg,spark,q1_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,51258.880514,ssb-flat,100
iceberg,spark,q1_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,33871.730081,ssb-flat,100
iceberg,spark,q1_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,28098.032442,ssb-flat,100
iceberg,spark,q2_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,289829.593025,ssb-flat,100
iceberg,spark,q2_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,287599.37977,ssb-flat,100
iceberg,spark,q2_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,101218.83102,ssb-flat,100
iceberg,spark,q3_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,193703.08593,ssb-flat,100
iceberg,spark,q3_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,203063.630493,ssb-flat,100
iceberg,spark,q3_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,108709.79675,ssb-flat,100
iceberg,spark,q3_4,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,40880.311148,ssb-flat,100
iceberg,spark,q4_1,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,392938.908851,ssb-flat,100
iceberg,spark,q4_2,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,181149.940511,ssb-flat,100
iceberg,spark,q4_3,32;4;10;128;452;3;14;0.7923849821091;0.6932743646204,101729.769776,ssb-flat,100
iceberg,spark,q1_1,947;11;921;3372;426;8;24;0.6230040977525;0.7463328595031,23373.649762,ssb-flat,100
iceberg,spark,q1_2,947;11;921;3372;426;8;24;0.6230040977525;0.7463328595031,64107.996707,ssb-flat,100
iceberg,spark,q1_3,947;11;921;3372;426;8;24;0.6230040977525;0.7463328595031,57586.41805,ssb-flat,100
iceberg,spark,q2_1,947;11;921;3372;426;8;24;0.6230040977525;0.7463328595031,86496.025599,ssb-flat,100
iceberg,spark,q2_2,947;11;921;3372;426;8;24;0.6230040977525;0.7463328595031,253720.170956,ssb-flat,100
iceberg,spark,q2_3,947;11;921;3372;426;8;24;0.6230040977525;0.7463328595031,116353.305826,ssb-flat,100
iceberg,spark,q3_1,947;11;921;3372;426;8;24;0.6230040977525;0.7463328595031,43976.013744,ssb-flat,100
iceberg,spark,q3_2,947;11;921;3372;426;8;24;0.6230040977525;0.7463328595031,72770.328983,ssb-flat,100
iceberg,spark,q3_3,947;11;921;3372;426;8;24;0.6230040977525;0.7463328595031,228273.529681,ssb-flat,100
iceberg,spark,q3_4,947;11;921;3372;426;8;24;0.6230040977525;0.7463328595031,18145.390097,ssb-flat,100
iceberg,spark,q4_1,947;11;921;3372;426;8;24;0.6230040977525;0.7463328595031,281837.270415,ssb-flat,100
iceberg,spark,q4_2,947;11;921;3372;426;8;24;0.6230040977525;0.7463328595031,78929.254254,ssb-flat,100
iceberg,spark,q4_3,947;11;921;3372;426;8;24;0.6230040977525;0.7463328595031,138631.318201,ssb-flat,100
iceberg,spark,q1_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,75594.534918,ssb-flat,100
iceberg,spark,q1_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,23133.988833,ssb-flat,100
iceberg,spark,q1_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,9917.365823,ssb-flat,100
iceberg,spark,q2_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,82844.555389,ssb-flat,100
iceberg,spark,q2_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,96989.311535,ssb-flat,100
iceberg,spark,q2_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,80973.264721,ssb-flat,100
iceberg,spark,q3_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,62523.208926,ssb-flat,100
iceberg,spark,q3_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,102505.042177,ssb-flat,100
iceberg,spark,q3_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,103136.644235,ssb-flat,100
iceberg,spark,q3_4,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,33093.712217,ssb-flat,100
iceberg,spark,q4_1,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,179317.905564,ssb-flat,100
iceberg,spark,q4_2,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,94957.43453,ssb-flat,100
iceberg,spark,q4_3,404;80;285;221;472;8;15;0.2338720597558;0.669957228199,103357.793216,ssb-flat,100
iceberg,spark,q1_1,937;120;59;2130;805;7;34;0.499345510453;0.2855492159201,132693.49444,ssb-flat,100
iceberg,spark,q1_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,16407.307456,ssb-flat,100
iceberg,spark,q1_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,142975.820929,ssb-flat,100
iceberg,spark,q1_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,24971.557835,ssb-flat,100
iceberg,spark,q2_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,261857.798164,ssb-flat,100
iceberg,spark,q2_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,552012.731242,ssb-flat,100
iceberg,spark,q2_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,720521.2563,ssb-flat,100
iceberg,spark,q3_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,144599.507913,ssb-flat,100
iceberg,spark,q3_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,457930.439342,ssb-flat,100
iceberg,spark,q3_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,375353.116213,ssb-flat,100
iceberg,spark,q3_4,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,384633.778775,ssb-flat,100
iceberg,spark,q4_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,795924.679956,ssb-flat,100
iceberg,spark,q4_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,813249.63804,ssb-flat,100
iceberg,spark,q4_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,54444.758372,ssb-flat,100
iceberg,spark,q1_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,133043.309509,ssb-flat,100
iceberg,spark,q1_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,75607.861314,ssb-flat,100
iceberg,spark,q1_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,36381.673618,ssb-flat,100
iceberg,spark,q2_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,207213.035869,ssb-flat,100
iceberg,spark,q2_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,825644.999766,ssb-flat,100
iceberg,spark,q2_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,748774.101686,ssb-flat,100
iceberg,spark,q3_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,1126976.050214,ssb-flat,100
iceberg,spark,q3_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,606452.86079,ssb-flat,100
iceberg,spark,q3_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,578032.997198,ssb-flat,100
iceberg,spark,q3_4,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,106316.507398,ssb-flat,100
iceberg,spark,q4_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,136615.675716,ssb-flat,100
iceberg,spark,q4_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,49391.267447,ssb-flat,100
iceberg,spark,q4_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,28636.573587,ssb-flat,100
iceberg,spark,q1_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,37626.422301,ssb-flat,100
iceberg,spark,q1_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,24556.701551,ssb-flat,100
iceberg,spark,q1_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,15630.878906,ssb-flat,100
iceberg,spark,q2_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,108886.075411,ssb-flat,100
iceberg,spark,q2_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,210296.147392,ssb-flat,100
iceberg,spark,q2_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,72043.703746,ssb-flat,100
iceberg,spark,q3_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,164237.860558,ssb-flat,100
iceberg,spark,q3_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,99239.098484,ssb-flat,100
iceberg,spark,q3_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,142748.519424,ssb-flat,100
iceberg,spark,q3_4,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,23841.170885,ssb-flat,100
iceberg,spark,q4_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,100588.599787,ssb-flat,100
iceberg,spark,q4_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,64901.593482,ssb-flat,100
iceberg,spark,q4_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,80141.870212,ssb-flat,100
iceberg,spark,q1_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,31643.524768,ssb-flat,100
iceberg,spark,q1_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,20291.270981,ssb-flat,100
iceberg,spark,q1_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,7220.183109,ssb-flat,100
iceberg,spark,q2_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,99173.37127,ssb-flat,100
iceberg,spark,q2_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,103549.523918,ssb-flat,100
iceberg,spark,q2_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,103239.413716,ssb-flat,100
iceberg,spark,q3_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,103727.223038,ssb-flat,100
iceberg,spark,q3_2,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,106759.870162,ssb-flat,100
iceberg,spark,q3_3,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,66419.346734,ssb-flat,100
iceberg,spark,q3_4,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,13317.48864,ssb-flat,100
iceberg,spark,q4_1,712;76;489;584;287;7;38;0.6832548725025;0.4504174370803,114447.631518,ssb-flat,100
