datalake,engine,query name,conf,latency,benchmark,sf
delta,trino,q4_1,18;256;20;18;16;16,93522.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,22424.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,21828.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,19258.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,40893.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,34532.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,91264.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,56560.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,39945.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,39009.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,48684.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,45093.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,32801.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,93522.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,22424.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,21828.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,8920.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,10856.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,7760.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,98119.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,52134.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,44409.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,54012.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,62794.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,46716.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,10160.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,48465.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,10871.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,10315.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,8920.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,10856.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,7760.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,98119.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,52134.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,44409.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,54012.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,62794.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,46716.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,10160.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,48465.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,10871.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,10315.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,8920.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,10856.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,7760.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,98119.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,52134.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,44409.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,54012.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,62794.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,46716.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,10160.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,48465.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,10871.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,10315.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,9586.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,11806.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,9577.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,40056.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,40895.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,37311.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,40537.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,70213.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,75729.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,25774.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,114821.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,39810.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,36959.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,9586.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,11806.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,9577.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,40056.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,40895.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,37311.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,40537.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,70213.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,75729.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,25774.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,114821.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,39810.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,36959.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,9586.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,11806.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,9577.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,40056.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,40895.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,37311.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,40537.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,70213.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,75729.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,25774.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,114821.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,39810.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,36959.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,13970.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,16400.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,10584.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,113409.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,136836.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,116144.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,67529.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,61800.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,53599.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,14828.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,172938.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,69238.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,62889.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,13970.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,16400.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,10584.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,113409.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,136836.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,116144.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,67529.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,61800.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,53599.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,14828.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,172938.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,69238.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,62889.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,13970.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,16400.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,10584.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,113409.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,136836.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,116144.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,67529.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,61800.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,53599.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,14828.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,172938.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,69238.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,62889.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,11277.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,47600.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,31242.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,117757.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,100991.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,68716.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,53315.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,49878.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,44790.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,14840.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,133957.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,43646.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,34132.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,11277.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,47600.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,31242.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,117757.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,100991.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,68716.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,53315.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,49878.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,44790.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,14840.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,133957.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,43646.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,34132.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,11277.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,47600.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,31242.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,117757.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,100991.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,68716.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,53315.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,49878.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,44790.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,14840.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,133957.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,43646.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,34132.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,8133.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,22261.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,31167.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,169326.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,116597.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,69298.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,51066.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,50261.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,48403.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,11370.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,60259.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,20492.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,14535.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,8133.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,22261.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,31167.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,169326.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,116597.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,69298.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,51066.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,50261.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,48403.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,11370.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,60259.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,20492.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,14535.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,8133.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,22261.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,31167.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,169326.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,116597.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,69298.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,51066.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,50261.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,48403.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,11370.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,60259.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,20492.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,14535.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,21013.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,34459.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,30643.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,107684.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,59113.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,42657.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,43576.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,56895.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,82222.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,32633.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,142267.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,46628.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,67096.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,21013.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,34459.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,30643.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,107684.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,59113.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,42657.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,43576.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,56895.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,82222.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,32633.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,142267.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,46628.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,67096.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,21013.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,34459.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,30643.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,107684.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,59113.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,42657.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,43576.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,56895.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,82222.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,32633.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,142267.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,46628.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,67096.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,43106.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,38675.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,33171.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,132951.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,123360.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,86701.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,85388.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,167182.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,107720.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,19481.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,74954.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,20817.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,27817.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,43106.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,38675.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,33171.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,132951.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,123360.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,86701.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,85388.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,167182.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,107720.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,19481.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,74954.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,20817.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,27817.0,ssb-flat,100
delta,trino,q1_1,18;256;20;18;16;16,43106.0,ssb-flat,100
delta,trino,q1_2,18;256;20;18;16;16,38675.0,ssb-flat,100
delta,trino,q1_3,18;256;20;18;16;16,33171.0,ssb-flat,100
delta,trino,q2_1,18;256;20;18;16;16,132951.0,ssb-flat,100
delta,trino,q2_2,18;256;20;18;16;16,123360.0,ssb-flat,100
delta,trino,q2_3,18;256;20;18;16;16,86701.0,ssb-flat,100
delta,trino,q3_1,18;256;20;18;16;16,85388.0,ssb-flat,100
delta,trino,q3_2,18;256;20;18;16;16,167182.0,ssb-flat,100
delta,trino,q3_3,18;256;20;18;16;16,107720.0,ssb-flat,100
delta,trino,q3_4,18;256;20;18;16;16,19481.0,ssb-flat,100
delta,trino,q4_1,18;256;20;18;16;16,74954.0,ssb-flat,100
delta,trino,q4_2,18;256;20;18;16;16,20817.0,ssb-flat,100
delta,trino,q4_3,18;256;20;18;16;16,27817.0,ssb-flat,100
delta,trino,q1_1,16.4;250.9;17.3;20.1;17.0;15.9,19585.59,ssb-flat,100
delta,trino,q1_2,16.4;250.9;17.3;20.1;17.0;15.9,32240.43,ssb-flat,100
delta,trino,q1_3,16.4;250.9;17.3;20.1;17.0;15.9,34892.55,ssb-flat,100
delta,trino,q2_1,16.4;250.9;17.3;20.1;17.0;15.9,120141.83,ssb-flat,100
delta,trino,q2_2,16.4;250.9;17.3;20.1;17.0;15.9,97081.03,ssb-flat,100
delta,trino,q2_3,16.4;250.9;17.3;20.1;17.0;15.9,78100.94,ssb-flat,100
delta,trino,q3_1,16.4;250.9;17.3;20.1;17.0;15.9,61272.25,ssb-flat,100
delta,trino,q3_2,16.4;250.9;17.3;20.1;17.0;15.9,92845.78,ssb-flat,100
delta,trino,q3_3,16.4;250.9;17.3;20.1;17.0;15.9,90162.08,ssb-flat,100
delta,trino,q3_4,16.4;250.9;17.3;20.1;17.0;15.9,29586.97,ssb-flat,100
delta,trino,q4_1,16.4;250.9;17.3;20.1;17.0;15.9,134388.94,ssb-flat,100
delta,trino,q4_2,16.4;250.9;17.3;20.1;17.0;15.9,40246.22,ssb-flat,100
delta,trino,q4_3,16.4;250.9;17.3;20.1;17.0;15.9,42041.11,ssb-flat,100
delta,trino,q1_1,20.0;280.7;18.5;17.2;16.6;17.3,17975.67,ssb-flat,100
delta,trino,q1_2,20.0;280.7;18.5;17.2;16.6;17.3,33459.78,ssb-flat,100
delta,trino,q1_3,20.0;280.7;18.5;17.2;16.6;17.3,32121.75,ssb-flat,100
delta,trino,q2_1,20.0;280.7;18.5;17.2;16.6;17.3,128113.56,ssb-flat,100
delta,trino,q2_2,20.0;280.7;18.5;17.2;16.6;17.3,93109.46,ssb-flat,100
delta,trino,q2_3,20.0;280.7;18.5;17.2;16.6;17.3,79986.83,ssb-flat,100
delta,trino,q3_1,20.0;280.7;18.5;17.2;16.6;17.3,65635.47,ssb-flat,100
delta,trino,q3_2,20.0;280.7;18.5;17.2;16.6;17.3,94383.37,ssb-flat,100
delta,trino,q3_3,20.0;280.7;18.5;17.2;16.6;17.3,101870.96,ssb-flat,100
delta,trino,q3_4,20.0;280.7;18.5;17.2;16.6;17.3,28634.97,ssb-flat,100
delta,trino,q4_1,20.0;280.7;18.5;17.2;16.6;17.3,127416.05,ssb-flat,100
delta,trino,q4_2,20.0;280.7;18.5;17.2;16.6;17.3,43287.9,ssb-flat,100
delta,trino,q4_3,20.0;280.7;18.5;17.2;16.6;17.3,39337.68,ssb-flat,100
delta,trino,q1_1,18.6;283.2;18.4;18.5;15.9;14.2,21410.51,ssb-flat,100
delta,trino,q1_2,18.6;283.2;18.4;18.5;15.9;14.2,32974.45,ssb-flat,100
delta,trino,q1_3,18.6;283.2;18.4;18.5;15.9;14.2,30743.6,ssb-flat,100
delta,trino,q2_1,18.6;283.2;18.4;18.5;15.9;14.2,134078.94,ssb-flat,100
delta,trino,q2_2,18.6;283.2;18.4;18.5;15.9;14.2,103874.52,ssb-flat,100
delta,trino,q2_3,18.6;283.2;18.4;18.5;15.9;14.2,81324.81,ssb-flat,100
delta,trino,q3_1,18.6;283.2;18.4;18.5;15.9;14.2,61811.63,ssb-flat,100
delta,trino,q3_2,18.6;283.2;18.4;18.5;15.9;14.2,99972.09,ssb-flat,100
delta,trino,q3_3,18.6;283.2;18.4;18.5;15.9;14.2,95215.1,ssb-flat,100
delta,trino,q3_4,18.6;283.2;18.4;18.5;15.9;14.2,26694.6,ssb-flat,100
delta,trino,q4_1,18.6;283.2;18.4;18.5;15.9;14.2,143990.07,ssb-flat,100
delta,trino,q4_2,18.6;283.2;18.4;18.5;15.9;14.2,39734.81,ssb-flat,100
delta,trino,q4_3,18.6;283.2;18.4;18.5;15.9;14.2,41848.28,ssb-flat,100
delta,trino,q1_1,17.0;234.0;22.6;18.5;17.0;17.2,19051.25,ssb-flat,100
delta,trino,q1_2,17.0;234.0;22.6;18.5;17.0;17.2,37395.13,ssb-flat,100
delta,trino,q1_3,17.0;234.0;22.6;18.5;17.0;17.2,32291.42,ssb-flat,100
delta,trino,q2_1,17.0;234.0;22.6;18.5;17.0;17.2,123325.08,ssb-flat,100
delta,trino,q2_2,17.0;234.0;22.6;18.5;17.0;17.2,93548.61,ssb-flat,100
delta,trino,q2_3,17.0;234.0;22.6;18.5;17.0;17.2,87639.07,ssb-flat,100
delta,trino,q3_1,17.0;234.0;22.6;18.5;17.0;17.2,59961.51,ssb-flat,100
delta,trino,q3_2,17.0;234.0;22.6;18.5;17.0;17.2,98580.68,ssb-flat,100
delta,trino,q3_3,17.0;234.0;22.6;18.5;17.0;17.2,104526.38,ssb-flat,100
delta,trino,q3_4,17.0;234.0;22.6;18.5;17.0;17.2,27226.44,ssb-flat,100
delta,trino,q4_1,17.0;234.0;22.6;18.5;17.0;17.2,141361.23,ssb-flat,100
delta,trino,q4_2,17.0;234.0;22.6;18.5;17.0;17.2,42041.11,ssb-flat,100
delta,trino,q4_3,17.0;234.0;22.6;18.5;17.0;17.2,43752.15,ssb-flat,100
delta,trino,q1_1,15.7;277.2;18.1;20.3;14.0;14.3,17992.38,ssb-flat,100
delta,trino,q1_2,15.7;277.2;18.1;20.3;14.0;14.3,32904.07,ssb-flat,100
delta,trino,q1_3,15.7;277.2;18.1;20.3;14.0;14.3,33138.64,ssb-flat,100
delta,trino,q2_1,15.7;277.2;18.1;20.3;14.0;14.3,137015.55,ssb-flat,100
delta,trino,q2_2,15.7;277.2;18.1;20.3;14.0;14.3,97500.55,ssb-flat,100
delta,trino,q2_3,15.7;277.2;18.1;20.3;14.0;14.3,82901.47,ssb-flat,100
delta,trino,q3_1,15.7;277.2;18.1;20.3;14.0;14.3,67356.18,ssb-flat,100
delta,trino,q3_2,15.7;277.2;18.1;20.3;14.0;14.3,96306.1,ssb-flat,100
delta,trino,q3_3,15.7;277.2;18.1;20.3;14.0;14.3,106822.91,ssb-flat,100
delta,trino,q3_4,15.7;277.2;18.1;20.3;14.0;14.3,28145.85,ssb-flat,100
delta,trino,q4_1,15.7;277.2;18.1;20.3;14.0;14.3,150007.03,ssb-flat,100
delta,trino,q4_2,15.7;277.2;18.1;20.3;14.0;14.3,42830.08,ssb-flat,100
delta,trino,q4_3,15.7;277.2;18.1;20.3;14.0;14.3,44116.11,ssb-flat,100
delta,trino,q1_1,15.3;276.5;20.0;18.6;16.9;16.3,19096.58,ssb-flat,100
delta,trino,q1_2,15.3;276.5;20.0;18.6;16.9;16.3,36568.72,ssb-flat,100
